star_id,ra,dec,teff,logg,fe_h,snr,chi2,vbroad,rv_scatter,rv,fiber,field_id,survey,n_elements,z_max,z_max_signed,element_max,family_max,z_second,element_second,n_discrepant,n_active,n_active_same_sign,n_quiet,z_rest_rms,z_background_rms,contrast,family_mean_z,n_family_active,n_family_siblings,classification,reason,n_elements_all,z_C_excluded,z_N_excluded,n_used,chi2_reduced,chi2_leave_one_out,z_sum_abs,z_C,z_N,z_O,z_Na,z_Mg,z_Al,z_Si,z_K,z_Ca,z_Ti,z_TiII,z_V,z_Cr,z_Mn,z_Co,z_Ni,z_Ce,pass_snr,pass_chi2,pass_ruwe,pass_rv_scatter,pass_vbroad,pass_metallicity,cool_star_caveat,pass_population,pass_n_elements,pass_pipeline_flags,element_caveat,caveated_element,resolution_trusted,resolution_note,needs_high_resolution_confirmation,vet_pass,vet_reasons,vet_untested,element_flag_rate,pass_element_rate,field_flag_ratio,pass_field_rate,pass_rv_window,rv_window_reason,rv_window_untested,pass_fiber_window,fiber_window_reason,fiber_window_untested,rv_flag_ratio,pass_rv_rate,fiber_flag_ratio,pass_fiber_rate,rvscatter_flag_ratio,pass_rvscatter_rate
2M04124990+2517525,63.207947,25.297922,5315.54,4.522277,0.102,89.28976,2.276722,3.260769,4.8993645,1.8173339,140.05045,169-18_btx,APOGEE,12,6.9281560816666845,-6.9281560816666845,Na,odd_z,1.2517510502355604,Ti,1,1,0,11,0.7855896877359718,0.7855896877359718,6.9281560816666845,0.626561212178181,0,2,SPARSE,single-element excursion with a quiet background,12,0.23607196127998734,0.4318905551285436,12,4.565667452015266,0.6171511574771017,15.018597401058635,0.23607196127998734,0.4318905551285436,0.5534287382756552,-6.9281560816666845,-0.8508087103927614,-0.8682746985283749,-0.8280018964668139,0.384847725827987,-0.4715265262261955,1.2517510502355604,,-0.5896411175534855,1.1980939244909308,0.5402086510964429,,0.5538582802977436,,True,True,True,False,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,RV scatter > 1.0 km/s (spectroscopic binary); element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,0.7651426752943672,True,True,,False,True,,False,0.936849240111762,True,0.9718409489195766,True,2.3917659268614138,True
2M06504335+4436254,102.680625,44.607082,4922.742,4.5897284,-0.071706,99.52476,1.8602872,1.506607,0.059989728,-17.289473,254.43439,173+18,APOGEE,12,6.927814260689827,-6.927814260689827,Na,odd_z,1.802564898031426,O,1,1,0,11,0.7361076220697664,0.7361076220697664,6.927814260689827,0.4872786936888963,0,2,SPARSE,single-element excursion with a quiet background,12,0.7350323962303776,-0.15928897979210221,12,4.496250764548217,0.5418544312692061,13.007962344271647,0.7350323962303776,-0.15928897979210221,-1.802564898031426,-6.927814260689827,0.16318534418660396,-0.7625380337815881,0.6750420848010712,-0.21201935359620447,0.02533634811711039,0.13761273674396762,,0.9308144706703965,0.23130975909618803,0.48787100037462355,,0.6518540541826401,,True,True,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,1.0903283122944734,True,True,,False,True,,False,1.0884188056179507,True,1.0270447903605475,True,0.7102742880195151,True
2M14181389+4146038,214.557886,41.767742,5792.306,4.132431,0.040924,139.14877,2.5029376,2.8226044,0.029387672,-16.945974,50.0,080+66_MGA,APOGEE,12,6.9264928999610005,-6.9264928999610005,K,odd_z,1.4340763603009394,Al,1,1,0,11,0.6717853747793082,0.6717853747793082,6.9264928999610005,0.7371765287093042,0,2,SPARSE,single-element excursion with a quiet background,12,0.21570634843127992,-1.350776801644628,12,4.411712948387607,0.4512955897673756,12.591727127773103,0.21570634843127992,-1.350776801644628,0.5562414748980901,-0.04027669711766901,-0.12685012014012279,-1.4340763603009394,0.3666917662526534,-6.9264928999610005,-1.17514073352353,-0.03419141504970222,,0.2331153649857375,0.39476145872777096,0.6951222865662975,,0.608766550249589,,True,True,True,True,True,True,False,True,True,True,two weak lines with significant blending,True,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.008648016945438609,True,0.9691807220395319,True,True,,False,True,,False,1.0884188056179507,True,1.009821386425746,True,0.7510068636765482,True
2M14542217+0507138,223.592394,5.120509,5115.2935,4.5411806,-0.20786,191.3604,3.419322,1.500341,0.0020379643,-43.611,236.0,002+53_MGA,APOGEE,12,6.926041357454102,-6.926041357454102,Na,odd_z,1.16152976287968,Ca,1,1,0,11,0.6512585083687379,0.6512585083687379,6.926041357454102,0.4058585894144151,0,2,SPARSE,single-element excursion with a quiet background,12,-0.17760847119115394,,12,4.386296914759506,0.42413764472267346,13.41001375197623,-0.17760847119115394,,0.29435620240589266,-6.926041357454102,0.34914963050047987,0.446144525438665,0.608767462247324,-0.3655726533901652,-1.16152976287968,-0.51106069343225,,0.7325423147956746,-0.6899165312426975,0.3067865225215382,,1.0181460956677613,,True,True,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,1.4945310199675024,True,True,,False,True,,False,1.1469770103646475,True,0.9892977154817607,True,0.9699869228940808,True
2M04280402-6152266,67.016787,-61.874062,5617.671,4.2089925,-0.26598,50.359787,1.2865303,1.5232108,0.0,39.36734,119.0,273-41-O_TESS,APOGEE,12,6.925941211285576,-6.925941211285576,Cr,fe_peak,1.6019849550913694,Ti,1,1,0,11,0.9344613039549742,0.9344613039549742,6.925941211285576,0.5372822692362726,0,3,SPARSE,single-element excursion with a quiet background,12,-1.67379223463853,,12,4.79783823972212,0.8732179285892306,15.28000144361135,-1.67379223463853,,-0.4982775883244893,-0.04960763077389159,0.8990282085220832,0.06054508460817579,1.5515774919219547,1.1129671580512408,-0.9682253073237508,1.6019849550913694,,0.009992430227182,-6.925941211285576,-1.035197431221908,,-0.5666569462597276,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.6004819263038141,True,True,,False,True,,False,0.8897521995083173,True,1.0859894589918033,True,0.9699869228940808,True
2M08071760+3716534,121.823373,37.281513,5671.865,4.4179606,-0.46,260.27878,3.3727953,1.501205,0.04802264,-14.982453,148.0,182+30_MGA,APOGEE,12,6.921775825940986,-6.921775825940986,Na,odd_z,1.9238559612465176,Ti,1,1,0,11,1.0480286187075332,1.0480286187075332,6.604567568466948,0.9083996187291126,0,2,SPARSE,single-element excursion with a quiet background,12,0.33777804105828846,,12,4.999415368875937,1.0983639856300198,16.32488707730581,0.33777804105828846,,-0.3880782194353691,-6.921775825940986,0.283974219864419,1.3364382737506388,0.44409954621345177,-0.48036096370758635,-1.8927539760632828,1.9238559612465176,,-0.8820803721689765,-0.22182915758051622,-1.1779413491589779,,0.3716992121750912,,True,True,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,1.7892567176114436,True,True,,False,True,,False,1.0884188056179507,True,0.9718409489195766,True,0.7141554970194974,True
2M11275125-0626357,171.963553,-6.443254,5376.608,4.506001,-0.18694,59.3184,1.8153902,2.5400367,0.16017751,23.304657,265.5892,270+50_btx,APOGEE,12,6.921291612679281,-6.921291612679281,Cr,fe_peak,1.793846849192153,Si,1,1,0,11,1.0208941958701152,1.0208941958701152,6.779636558497833,0.7896635394128347,0,3,SPARSE,single-element excursion with a quiet background,12,-0.3484187693692884,,12,4.947396011543229,1.0422249591612893,15.475180511781895,-0.3484187693692884,,-0.24145703891484738,-1.3797107270620121,-0.7119995386076342,-0.2826797846729423,-1.793846849192153,0.15969220822155483,-0.017582460929906795,1.5979296732630592,,0.3618134953597272,-6.921291612679281,0.305965939585771,,-1.7012111832930057,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.8946283588057218,True,True,,False,True,,False,0.8185418620027395,True,1.0270447903605475,True,0.8541859866311636,True
2M14410053+0340508,220.252246,3.680787,5763.286,4.4943995,-0.25167,436.4544,2.5269113,1.5190427,0.1448281,-25.810743,201.0,355+55_MGA,APOGEE,12,6.92075267703279,-6.92075267703279,Na,odd_z,6.609275583554445,Mn,2,2,0,10,2.207505390498835,0.9960600785357574,6.92075267703279,0.7511384641837798,0,2,SPARSE,single-element excursion with a quiet background,12,4.632308388633023,1.1192047262115576,12,8.458391513046005,4.873080049081413,21.616605455788456,4.632308388633023,1.1192047262115576,1.603186255819913,-6.92075267703279,-1.3939007887795378,0.4244828140957389,0.6126926435758125,1.0777941142718208,-0.04159731470205603,-1.1618092406254337,,0.11771600942295499,1.5190582091525362,-6.609275583554445,,0.13433980475541635,,True,True,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,0.9510651945247742,True,True,,False,True,,False,1.1354205464397984,True,1.0298334921280554,True,0.8541859866311636,True
2M14463452+3250368,221.643856,32.843578,5326.923,4.5213656,0.0061657,268.7682,4.677028,12.50835,0.23184633,-15.923987,112.0,055+63_MGA,APOGEE,12,6.92040941936266,-6.92040941936266,Na,odd_z,1.31756053980095,Al,1,1,0,11,0.7112955939117318,0.7112955939117318,6.92040941936266,0.9211525665534879,0,2,SPARSE,single-element excursion with a quiet background,12,-1.0050190684322167,-0.8377284685945721,12,4.454785181058676,0.5059414219182433,13.120993592495864,-1.0050190684322167,-0.8377284685945721,0.2140391723781065,-6.92040941936266,-1.1874815316164566,-1.31756053980095,-0.5407483978563387,-0.5247445933060257,0.10776778356262623,1.0728395956782464,,-0.08670713190008636,0.3411616094009926,-0.09301339327881973,,-0.7145204243545543,,True,False,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,fit chi2 > 4.0; element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,1.0302314761837543,True,True,,False,True,,False,1.0884188056179507,True,1.0859894589918033,True,1.1583326202468796,True
2M08391923+1920187,129.830127,19.338531,5899.5166,4.3896213,0.10987,164.11115,3.0674677,1.6254365,5.548596,-3.4986258,36.832638,NGC2632_btx,APOGEE,12,6.919950941787815,-6.919950941787815,V,fe_peak,3.3679783028545613,Na,1,3,2,9,1.4323036611755102,1.4323036611755102,4.831343470914905,0.36795589793453026,0,3,SPARSE,single-element excursion with a quiet background,12,0.17273438058800292,,12,5.871012716061212,2.051493777816771,18.999679833745176,0.17273438058800292,,-1.4444206169136409,-3.3679783028545613,-0.5734566241300574,0.21060955076571633,-0.8771184173373563,1.4313054517249486,-0.9693210017603189,-2.1016512326671717,,-6.919950941787815,-0.5789407887985393,0.5034553809555765,,-0.021471524049474864,,True,True,True,False,True,True,False,True,True,True,"weak, blended V I lines; unreliable below solar metallicity",True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,RV scatter > 1.0 km/s (spectroscopic binary),ruwe(no ruwe); pipeline_flags(no flags),0.004527591741849781,True,0.9181712103532408,True,True,,False,False,"V over-dense in fiber [21, 41]: 4.6x other elements, p=1.2e-22 — instrumental (telluric / bad-pixel) footprint, not a stellar anomaly",False,0.977667418379633,True,1.009821386425746,True,2.3917659268614138,True
2M23364784-0357132,354.199362,-3.953684,5771.6978,4.347899,-0.34184,90.440636,1.4996848,1.5040767,0.105470285,46.403034,42.597084,K2_C12_082-60_btx,APOGEE,12,6.918161413010124,-6.918161413010124,Cr,fe_peak,2.3768370078917753,Na,1,2,1,10,1.2066443426740625,1.2066443426740625,5.7333890097878255,0.4642608625455508,0,3,SPARSE,single-element excursion with a quiet background,12,1.5972713340138005,,12,5.323071133603563,1.4559905697073203,17.99648613130081,1.5972713340138005,,-0.7147453805353134,-2.3768370078917753,1.7473898979492202,1.3703875088649102,1.41525280182986,0.9922593865484076,0.1997750927580711,0.8688950542764761,,0.1828903981723706,-6.918161413010124,1.0388651117570777,,-0.17102707770720402,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.9279389891867857,True,True,,False,True,,False,1.039953572243627,True,1.009821386425746,True,0.7802834024300408,True
2M19212151+4319551,290.33965,43.331974,5702.184,4.4867315,0.041556,140.14825,2.6121013,18.608015,0.100833364,-6.8743715,108.00001,K11_076+13,APOGEE,12,6.917251468819945,-6.917251468819945,Cr,fe_peak,3.653551562326328,Ni,1,3,2,9,1.5262023257628297,1.5262023257628297,4.5323292672631394,1.2832135179769464,1,3,SPARSE,single-element excursion with a quiet background,12,0.8853719784086977,-1.2361417802291348,12,6.122549734474521,2.3292935391638703,16.525362178161153,0.8853719784086977,-1.2361417802291348,-0.1154125436447131,0.2874694802164947,-0.35139496656860747,0.12839791021528213,-0.7305040774197391,-3.327839407179371,-0.6033326934539363,-0.2141190767122239,,-0.11582956878504239,-6.917251468819945,0.08025942281946881,,-3.653551562326328,,True,True,True,True,False,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,False,line broadening > 15.0 km/s,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.3097036784317997,True,True,,False,True,,False,0.977667418379633,True,1.0859894589918033,True,0.7802834024300408,True
2M01554127+1437488,28.921995,14.630244,5755.6616,4.499175,-0.25505,142.43927,2.1657584,1.5157235,0.035209097,6.630869,269.0,146-46_MGA,APOGEE,12,6.916966515245826,-6.916966515245826,Cr,fe_peak,1.4430933346146968,K,1,1,0,11,0.7281843995218524,0.7281843995218524,6.916966515245826,0.7249775205961737,0,3,SPARSE,single-element excursion with a quiet background,12,0.25999092583791966,,12,4.473100290817416,0.5302525197070008,13.46065445226763,0.25999092583791966,,-0.8565178787211618,-0.45506237716945813,-0.5167591739149118,-0.11773715005409435,-0.39292264145007894,-1.4430933346146968,-0.5012115192572862,-0.08545130005159213,,-1.0931211093943085,-6.916966515245826,-0.950587149626063,,0.1312243027681496,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.480692769782618,True,True,,False,True,,False,0.8643700222392848,True,1.0270447903605475,True,0.7510068636765482,True
2M07253107-7813594,111.379476,-78.233185,4940.457,4.579231,-0.066741,124.61085,3.7935865,1.518798,0.16014306,26.041935,69.142075,291-25-C,APOGEE,12,6.9143612324668675,-6.9143612324668675,Mn,fe_peak,3.064222743444485,Al,1,3,2,9,1.4393899796480223,1.4393899796480223,4.8036747026387205,0.44308181489800286,0,3,SPARSE,single-element excursion with a quiet background,12,-0.013338256333671802,,12,5.883222491805268,2.071843513511134,18.80534288311742,-0.013338256333671802,,1.9267779424938885,-0.7608418802240958,-0.12351177187939695,-3.064222743444485,-0.14125092200740946,-2.4081959864161537,-1.5038676708670329,0.6330672886240822,,0.31820453292981654,0.5126260956160671,-6.9143612324668675,,0.49841481614812483,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.0077925415325079735,True,1.5143448781867686,True,True,,False,True,,False,0.8185418620027395,True,0.9934335601271429,True,0.8541859866311636,True
2M23384258+0042287,354.67744,0.707989,5406.4653,4.483688,-0.37204,215.31453,3.9609559,1.5037651,0.01968717,-36.401955,202.00002,087-58_MGA,APOGEE,12,6.91432960925791,-6.91432960925791,Cr,fe_peak,2.291598982362193,Ni,1,3,1,9,1.3236146748622308,1.3236146748622308,5.223823625238661,1.068136644217396,1,3,SPARSE,single-element excursion with a quiet background,12,1.7627887487705771,,12,5.589955652339815,1.751955807510649,19.263530231590842,1.7627887487705771,,-1.241321421347632,-0.4226736604837998,-0.20675360500860618,-1.0921732372265258,1.0624010398170922,2.1774238765356535,1.2743718068598304,-1.6676720424016016,,0.02435773885378492,-6.91432960925791,0.8884532114362107,,-2.291598982362193,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,2.1738633017709126,True,True,,False,True,,False,1.1469770103646475,True,1.0298334921280554,True,0.7510068636765482,True
2M16340535-1232432,248.522305,-12.545339,4943.7383,4.5663557,0.10626,101.42183,2.9135334,4.1121597,0.14451052,-7.4600234,243.21416,M107,APOGEE,12,6.912563723629829,-6.912563723629829,K,odd_z,2.341412208722998,O,1,2,1,10,0.985723137503568,0.985723137503568,6.912563723629829,0.9480729585250636,0,2,SPARSE,single-element excursion with a quiet background,12,-0.08405687192667688,,12,4.872640697929313,0.971650103809878,15.015179856516715,-0.08405687192667688,,-2.341412208722998,-0.3186980137385715,0.10248548839377884,-1.5774479033115556,-0.5222830567072159,-6.912563723629829,0.9027094128352858,-0.13710336131907913,,0.16062268899750706,-0.8703687833169802,0.4584969843110059,,-0.7109882312329081,,True,True,True,True,True,True,False,True,True,True,two weak lines with significant blending,True,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.008648016945438609,True,1.8172138538241223,True,True,,False,True,,False,0.977667418379633,True,0.9892977154817607,True,0.8541859866311636,True
2M15553517+5500249,238.896553,55.006943,5051.499,4.5625677,-0.13154,252.01294,4.644297,1.5065377,0.0,-28.72498,196.0,086+47_MGA,APOGEE,12,6.911754879081168,-6.911754879081168,Na,odd_z,5.815867338316959,Cr,2,2,0,10,1.91895255034444,0.8174261372323339,6.911754879081168,0.87100948657484,0,2,SPARSE,single-element excursion with a quiet background,12,-0.33282329983769854,,12,7.356543608642505,3.6823788904734305,19.552967012621103,-0.33282329983769854,,-1.2357765621191947,-6.911754879081168,-0.06141425325949912,-0.99653519460534,0.46972474744582915,-0.74548377854434,-0.7481682555524465,1.4910355350245157,,-0.4091396030709274,-5.815867338316959,0.6565044324392648,,-0.011562433161623469,,True,False,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,fit chi2 > 4.0; element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,1.1076351109023224,True,True,,False,True,,False,1.1354205464397984,True,1.0298334921280554,True,0.9699869228940808,True
2M14493516+3106205,222.396523,31.105701,5868.872,4.535809,-0.71242,95.51152,1.5447564,1.5042499,0.041734334,-39.363255,29.000002,050+63_MGA,APOGEE,12,6.9105420705366365,-6.9105420705366365,Mn,fe_peak,4.333276960630918,Si,1,2,0,10,1.7108328155202095,1.7108328155202095,4.039285433296627,0.5626547333854376,0,3,SPARSE,single-element excursion with a quiet background,12,-1.4826208473218123,,12,6.662669154827139,2.926948922660807,21.360767237387908,-1.4826208473218123,,0.7761400787885496,-1.6231482181194468,-0.3441945047482507,1.7027157996755173,4.333276960630918,1.5744398215293256,0.7840692394797023,-1.6242763437232501,,-0.016122434825581695,-0.7041102637208633,-6.9105420705366365,,-0.9677315016098677,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.0077925415325079735,True,0.7732824909889882,True,True,,False,True,,False,1.1469770103646475,True,0.8919082050120557,True,0.7141554970194974,True
2M22224919-1619012,335.704982,-16.317024,5253.15,4.3043103,-0.2955,99.781456,2.275726,6.117303,0.0,1.3114445,137.0,K2_C3_045-54,APOGEE,12,6.908361556657157,-6.908361556657157,Na,odd_z,2.32064036370864,Mg,1,2,1,10,1.5411735218710931,1.5411735218710931,4.482533250551774,0.9586229262006543,0,2,SPARSE,single-element excursion with a quiet background,12,0.01817342159831058,,12,6.154402788931711,2.375215824516549,21.993995769009196,0.01817342159831058,,1.2194640944322512,-6.908361556657157,-2.32064036370864,-1.7677955678108594,-1.9897241688224274,-0.14945028459044896,0.037489035092416134,0.9962056918410106,,1.2778245371839059,-1.5910899375635565,1.791903793903884,,-1.9440467374026353,,True,True,True,True,True,True,False,True,True,True,two weak H-band Na I lines; large scatter in dwarfs,True,True,"R~22,500: adequate to separate the line from its neighbours",False,False,element flagged in 2.9% of the sample (> 2.0%): pipeline systematic,ruwe(no ruwe); pipeline_flags(no flags),0.028665209813410718,False,1.63549246844171,True,True,,False,True,,False,0.936849240111762,True,0.9718409489195766,True,0.9699869228940808,True
2M10461192+1648255,161.549697,16.807093,5958.0117,4.2151866,-0.42702,184.14081,2.099665,4.6074433,0.12583575,22.687061,218.08775,228+60,APOGEE,12,6.907021182479764,-6.907021182479764,Mn,fe_peak,3.818887962074469,K,1,3,2,9,1.6286751385025602,1.6286751385025602,4.240883291698203,0.5051566898122423,0,3,SPARSE,single-element excursion with a quiet background,12,-0.2697992126902071,,12,6.407112615813651,2.6525827067763332,21.05136763745983,-0.2697992126902071,,-0.6603335926220641,0.8933141401124275,-1.2250315935448226,-1.4385517660704579,-0.5952236347464319,-3.818887962074469,-2.0711857210504294,1.9263479753222352,,1.1731417393434274,0.18769354027730598,-6.907021182479764,,0.15463478981599343,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.0077925415325079735,True,0.5757509239838803,True,True,,False,True,,False,0.8185418620027395,True,0.9037540223904224,True,0.7802834024300408,True
2M03442951+1806261,56.122968,18.107277,5280.7803,4.533737,-0.48342,134.24345,2.2985291,2.7978215,0.19659093,-59.83209,283.99997,K2_C4_171-29_btx,APOGEE,12,6.906813495200875,-6.906813495200875,Cr,fe_peak,1.171077384604837,Na,1,1,0,11,0.743875046783743,0.743875046783743,6.906813495200875,0.6440934777280002,0,3,SPARSE,single-element excursion with a quiet background,12,1.3258709452943356,,12,4.4825769662493,0.5533500852275159,14.37437503114733,1.3258709452943356,,0.9806852171687547,-1.171077384604837,0.9467877627614126,-0.15967883962124474,-0.6454088869941935,0.8697880739499233,-0.20491093764542914,0.5569440000166621,,0.6856102892465319,-6.906813495200875,0.4510459647568192,,0.7956241791806493,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.5716444141181598,True,True,,False,True,,False,1.3225358158642941,True,1.0743216829542488,True,1.1583326202468796,True
2M12072335+0132193,181.847296,1.538715,5003.212,4.4300776,-0.31634,150.78085,3.0181444,3.4116936,0.09266138,33.805588,248.91615,279+61_btx,APOGEE,12,6.906812403102174,6.906812403102174,O,alpha,2.91450672787467,Ti,1,3,0,9,1.3977200622834085,1.3977200622834085,4.941484771863935,1.4511876144128926,2,4,SPARSE,single-element excursion with a quiet background,12,-1.5969032164873969,,12,5.766157722437576,1.953621372509535,18.541773176507768,-1.5969032164873969,,6.906812403102174,-1.9303723555567434,-2.3244317012635105,-1.3567237059550163,0.4931036142682436,-0.41143298562392333,-0.07270841424514683,-2.91450672787467,,-0.39304040107124455,-0.23290154446321457,1.1171512292525347,,-0.38858809383134835,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.009892948347394686,True,1.8172138538241223,True,True,,False,True,,False,0.8897521995083173,True,0.9892977154817607,True,0.7599836572560427,True
2M17022684+3730135,255.611871,37.50375,5942.373,4.296793,-0.024961,129.22102,2.4366884,3.669357,0.04805104,-7.6029143,241.99998,060+38_MGA,APOGEE,12,6.903452086279279,-6.903452086279279,Cr,fe_peak,1.8125338449479726,Ca,1,1,0,11,0.9577149138051116,0.9577149138051116,6.903452086279279,1.006348390495348,0,3,SPARSE,single-element excursion with a quiet background,12,-2.0287476175233485,,12,4.812253927077149,0.9172178561247324,15.371413891165265,-2.0287476175233485,,-0.5509037107608433,0.4099293054463686,-0.26869125190561843,-0.18006362618637162,-0.3076208580337322,-1.484198682361544,1.8125338449479726,-0.4349753537574893,,-0.37426171717162215,-6.903452086279279,-1.5501758064130382,,1.0946076479013838,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,1.1357586586400765,True,True,,False,True,,False,0.977667418379633,True,0.9892977154817607,True,0.7141554970194974,True
2M01140952+1034278,18.539702,10.574413,5634.6284,4.484317,-0.062582,65.24214,1.9213213,6.1945534,0.0,-19.505201,176.0,K2_C8_133-52,APOGEE,12,6.9031895632314635,-6.9031895632314635,Cr,fe_peak,1.6885312067411236,Al,1,1,0,11,0.9611505382801296,0.9611505382801296,6.9031895632314635,0.6646690382507259,0,3,SPARSE,single-element excursion with a quiet background,12,-0.0004778467755910716,,12,4.8179950062921515,0.923810357236183,15.977421941082403,-0.0004778467755910716,,0.12681456502005978,1.4395486979724021,-0.30127284353445016,1.6885312067411236,-0.6140197069548271,0.7446847034607865,1.2803061485636964,0.885047390851414,,-1.208877993077945,-6.9031895632314635,-0.455653713129216,,-0.3294754085450167,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.6814551951840458,True,True,,False,True,,False,1.0884188056179507,True,0.961505546188379,True,0.9699869228940808,True
2M09055978+2907349,136.499103,29.126375,5907.636,4.273809,-0.59706,156.24545,2.0646193,2.0332932,0.0,-16.428356,251.0,198+41_MGA,APOGEE,12,6.903020552226968,-6.903020552226968,Cr,fe_peak,2.702335796257549,Si,1,3,0,9,1.3372999341572325,1.3372999341572325,5.161908989831258,0.7163960405563818,0,3,SPARSE,single-element excursion with a quiet background,12,-0.7353519799074724,,12,5.610314583111187,1.7883711138969383,17.520420908517284,-0.7353519799074724,,0.1738504284069441,-0.1467640451883274,1.380811050331478,-0.05551712394046814,2.702335796257549,2.6292431958971267,1.3138218309847436,-0.06586876361453751,,0.7262299773990782,-6.903020552226968,-1.0467232607029089,,-0.3762348835671583,,True,True,True,True,True,True,False,True,True,True,,False,True,"R~22,500: adequate to separate the line from its neighbours",False,True,,ruwe(no ruwe); pipeline_flags(no flags),0.016254955251268025,True,0.4928037569692535,True,True,,False,True,,False,1.0884188056179507,True,1.0270447903605475,True,0.9699869228940808,True
