target_id,name,ra,dec,kind,vtype,period_cat,mag_cat,amp_cat,source,field,gsc_bin_index,ref_number,pm_total_masyr,colour,n_det_cat,pulsator_class,mag_max_cat,band_cat
1465,RU Sgr,299.6789855957031,-41.84939956665039,pulsator,M,240.49,11.4,7.800000000000001,vsx,allsky_pulsators,,,,,,mira,6.0,V
1466,R Dra,248.16799926757812,66.75499725341797,pulsator,M,246.12,11.45,6.499999999999999,vsx,allsky_pulsators,,,,,,mira,6.7,V
1467,V Mon,95.68160247802734,-2.195420026779175,pulsator,M,333.8,11.45,7.9,vsx,allsky_pulsators,,,,,,mira,6.0,V
1468,VX Gem,108.2040023803711,14.60099983215332,pulsator,M,378.6,11.45,4.1,vsx,allsky_pulsators,,,,,,mira,7.9,V
1469,R Oct,81.52570343017578,-86.38829803466797,pulsator,M,405.7,11.5,7.199999999999999,vsx,allsky_pulsators,,,,,,mira,6.4,V
1470,RS Lib,231.08200073242188,-22.911100387573242,pulsator,M,218.2,11.5,6.0,vsx,allsky_pulsators,,,,,,mira,7.0,V
1471,U UMi,214.33299255371094,66.79419708251953,pulsator,M,330.92,11.55,5.9,vsx,allsky_pulsators,,,,,,mira,7.1,V
1472,R Gem,106.83899688720703,22.703500747680664,pulsator,M,370.5,11.55,8.1,vsx,allsky_pulsators,,,,,,mira,6.0,V
1473,RT Sgr,304.4320068359375,-39.11280059814453,pulsator,M,307.5,11.55,8.1,vsx,allsky_pulsators,,,,,,mira,6.0,V
1474,R UMa,161.16000366210938,68.77570343017578,pulsator,M,301.45,11.6,7.199999999999999,vsx,allsky_pulsators,,,,,,mira,6.5,V
1475,V Cas,347.9200134277344,59.69969940185547,pulsator,M,229.0,11.6,6.6000000000000005,vsx,allsky_pulsators,,,,,,mira,6.8,V
1476,S CMi,113.17900085449219,8.318110466003418,pulsator,M,332.8,11.6,7.199999999999999,vsx,allsky_pulsators,,,,,,mira,6.5,V
1477,T Hya,133.91600036621094,-9.141469955444336,pulsator,M,286.0,11.6,6.8,vsx,allsky_pulsators,,,,,,mira,6.7,V
1478,U Per,29.896299362182617,54.822200775146484,pulsator,M,320.26,11.600000000000001,5.4,vsx,allsky_pulsators,,,,,,mira,7.4,V
1479,S Her,252.97500610351562,14.941900253295898,pulsator,M,305.9,11.600000000000001,7.4,vsx,allsky_pulsators,,,,,,mira,6.4,V
1480,T UMa,189.09800720214844,59.486900329589844,pulsator,M,256.35,11.65,7.300000000000001,vsx,allsky_pulsators,,,,,,mira,6.5,V
1481,S Ori,82.25379943847656,-4.692440032958984,pulsator,M,434.0,11.65,5.8999999999999995,vsx,allsky_pulsators,,,,,,mira,7.2,V
1482,W Lyr,273.7330017089844,36.6702995300293,pulsator,M,197.88,11.65,5.7,vsx,allsky_pulsators,,,,,,mira,7.3,V
1483,T Eri,58.807899475097656,-24.032400131225586,pulsator,M,252.29,11.7,5.999999999999999,vsx,allsky_pulsators,,,,,,mira,7.2,V
1484,RV Pup,100.61799621582031,-42.371299743652344,pulsator,M,188.1,11.7,5.200000000000001,vsx,allsky_pulsators,,,,,,mira,7.6,V
1485,V Mic,320.9530029296875,-40.70140075683594,pulsator,M,381.15,11.7,4.6,vsx,allsky_pulsators,,,,,,mira,9.4,pg
1486,S Hya,133.39100646972656,3.068470001220703,pulsator,M,256.9,11.75,6.1000000000000005,vsx,allsky_pulsators,,,,,,mira,7.2,V
1487,EP Ori,72.73870086669922,3.1423299312591553,pulsator,M,358.5,11.75,2.5,vsx,allsky_pulsators,,,,,,mira,10.5,pg
1488,RS Her,260.4259948730469,22.921100616455078,pulsator,M,218.0,11.75,5.5,vsx,allsky_pulsators,,,,,,mira,7.5,V
1489,SU Her,267.2569885253906,22.53969955444336,pulsator,M,333.8,11.75,2.5,vsx,allsky_pulsators,,,,,,mira,10.5,pg
1490,T Her,272.2760009765625,31.02120018005371,pulsator,M,164.85,11.75,6.8999999999999995,vsx,allsky_pulsators,,,,,,mira,6.8,V
1491,R For,37.31380081176758,-26.098800659179688,pulsator,M,386.0,11.75,5.5,vsx,allsky_pulsators,,,,,,mira,7.5,V
1492,U Cet,38.43199920654297,-13.14840030670166,pulsator,M,234.76,11.75,7.1000000000000005,vsx,allsky_pulsators,,,,,,mira,6.7,V
1493,S Lib,230.35000610351562,-20.388399124145508,pulsator,M,192.9,11.75,5.5,vsx,allsky_pulsators,,,,,,mira,7.5,V
1494,U CrA,280.27899169921875,-37.83639907836914,pulsator,M,147.59,11.75,3.5,vsx,allsky_pulsators,,,,,,mira,8.5,V
1495,R Ret,68.38680267333984,-63.02920150756836,pulsator,M,278.6,11.774999999999999,7.85,vsx,allsky_pulsators,,,,,,mira,6.35,V
1496,OR Cep,1.5593600273132324,70.06729888916016,pulsator,M,355.32,11.8,4.0,vsx,allsky_pulsators,,,,,,mira,8.3,V
1497,W Peg,349.9599914550781,26.278799057006836,pulsator,M,345.5,11.8,5.4,vsx,allsky_pulsators,,,,,,mira,7.6,V
1498,V0409 Per,47.441001892089844,45.96540069580078,pulsator,M,355.0,11.85,1.5,vsx,allsky_pulsators,,,,,,mira,9.6,V
1499,T Dra,269.09698486328125,58.21860122680664,pulsator,M,422.2,11.85,6.3,vsx,allsky_pulsators,,,,,,mira,7.2,V
1500,S Pic,77.7385025024414,-48.50709915161133,pulsator,M,423.6,11.85,7.699999999999999,vsx,allsky_pulsators,,,,,,mira,6.5,V
1501,W Pup,116.48899841308594,-42.19559860229492,pulsator,M,119.7,11.85,6.5,vsx,allsky_pulsators,,,,,,mira,7.1,V
1502,S Del,310.7699890136719,17.088199615478516,pulsator,M,277.75,11.850000000000001,4.1,vsx,allsky_pulsators,,,,,,mira,8.3,V
1503,R Peg,346.6629943847656,10.543399810791016,pulsator,M,377.1,11.850000000000001,6.9,vsx,allsky_pulsators,,,,,,mira,6.9,V
1504,S Peg,350.135986328125,8.918939590454102,pulsator,M,319.0,11.850000000000001,6.9,vsx,allsky_pulsators,,,,,,mira,6.9,V
1505,RS Eri,64.48069763183594,-18.507099151611328,pulsator,M,299.0,11.850000000000001,4.9,vsx,allsky_pulsators,,,,,,mira,7.9,V
1506,EO Dra,275.22900390625,50.52870178222656,pulsator,M,374.1,11.9,2.1999999999999993,vsx,allsky_pulsators,,,,,,mira,10.8,pg
1507,R Oph,256.9410095214844,-16.09280014038086,pulsator,M,303.5,11.9,6.800000000000001,vsx,allsky_pulsators,,,,,,mira,7.0,V
1508,X Cen,177.2989959716797,-41.757598876953125,pulsator,M,316.3,11.9,6.800000000000001,vsx,allsky_pulsators,,,,,,mira,7.0,V
1509,X Hya,143.87600708007812,-14.691300392150879,pulsator,M,299.5,11.9,6.3999999999999995,vsx,allsky_pulsators,,,,,,mira,7.2,V
1510,UW Pyx,131.75100708007812,-34.31639862060547,pulsator,M,407.0,11.93,3.34,vsx,allsky_pulsators,,,,,,mira,8.76,V
1511,Z Peg,0.027329999953508377,25.886499404907227,pulsator,M,320.0,11.95,6.3,vsx,allsky_pulsators,,,,,,mira,7.3,V
1512,U Vir,192.7740020751953,5.553219795227051,pulsator,M,205.5,11.95,6.1,vsx,allsky_pulsators,,,,,,mira,7.4,V
1513,T Hor,45.217201232910156,-50.6422004699707,pulsator,M,217.6,11.95,6.499999999999999,vsx,allsky_pulsators,,,,,,mira,7.2,V
1514,ASAS J142410-6344.4,216.04299926757812,-63.73889923095703,pulsator,M,429.0,11.95,2.5,vsx,allsky_pulsators,,,,,,mira,9.2,V
1515,TU And,8.094710350036621,26.029399871826172,pulsator,M,313.0,12.0,6.0,vsx,allsky_pulsators,,,,,,mira,7.5,V
1516,U Cen,188.3780059814453,-54.659400939941406,pulsator,M,220.06,12.0,7.0,vsx,allsky_pulsators,,,,,,mira,7.0,V
1517,S Gru,336.52301025390625,-48.4385986328125,pulsator,M,400.6,12.0,9.0,vsx,allsky_pulsators,,,,,,mira,6.0,V
1518,V1641 Ori,81.11599731445312,-10.656599998474121,pulsator,M,384.0,12.025,2.5500000000000007,vsx,allsky_pulsators,,,,,,mira,9.25,V
1519,VX Aur,112.12699890136719,40.970401763916016,pulsator,M,325.8,12.05,5.1,vsx,allsky_pulsators,,,,,,mira,8.0,V
1520,R Cyg,294.20599365234375,50.19990158081055,pulsator,M,427.1,12.05,8.9,vsx,allsky_pulsators,,,,,,mira,6.1,V
1521,R Crv,184.9080047607422,-19.256099700927734,pulsator,M,317.7,12.05,7.7,vsx,allsky_pulsators,,,,,,mira,6.7,V
1522,SY Her,255.3719940185547,22.477399826049805,pulsator,M,116.7,12.05,5.9,vsx,allsky_pulsators,,,,,,mira,7.6,V
1523,U Oct,201.13600158691406,-84.22530364990234,pulsator,M,303.0,12.05,7.1,vsx,allsky_pulsators,,,,,,mira,7.0,V
1524,X Ind,322.6180114746094,-53.9552001953125,pulsator,M,223.0,12.05,5.9,vsx,allsky_pulsators,,,,,,mira,7.6,V
1525,AA Lep,88.55169677734375,-22.696500778198242,pulsator,M,435.0,12.09,3.0199999999999996,vsx,allsky_pulsators,,,,,,mira,9.08,V
1526,W Cas,13.72439956665039,58.56370162963867,pulsator,M,407.9,12.1,4.800000000000001,vsx,allsky_pulsators,,,,,,mira,8.2,V
1527,RZ Peg,331.47100830078125,33.506900787353516,pulsator,M,436.7,12.1,6.0,vsx,allsky_pulsators,,,,,,mira,7.6,V
1528,R Cet,36.50960159301758,-0.17827999591827393,pulsator,M,166.24,12.1,6.8,vsx,allsky_pulsators,,,,,,mira,7.2,V
1529,S Oct,272.18499755859375,-86.79879760742188,pulsator,M,258.9,12.1,6.8,vsx,allsky_pulsators,,,,,,mira,7.2,V
1530,T Aqr,312.4849853515625,-5.146669864654541,pulsator,M,201.95,12.1,7.199999999999999,vsx,allsky_pulsators,,,,,,mira,7.0,V
1531,R And,6.008120059967041,38.57699966430664,pulsator,M,410.0,12.100000000000001,9.600000000000001,vsx,allsky_pulsators,,,,,,mira,5.8,V
1532,RY Oph,274.15399169921875,3.6931400299072266,pulsator,M,150.41,12.100000000000001,6.4,vsx,allsky_pulsators,,,,,,mira,7.4,V
1533,TV Vel,158.61599731445312,-54.2411994934082,pulsator,M,437.0,12.100000000000001,3.4000000000000004,vsx,allsky_pulsators,,,,,,mira,8.9,V
1534,RS Vel,140.93899536132812,-48.86669921875,pulsator,M,414.0,12.125,4.149999999999999,vsx,allsky_pulsators,,,,,,mira,8.55,V
1535,SX Peg,342.6029968261719,17.89349937438965,pulsator,M,307.6,12.129999999999999,5.139999999999999,vsx,allsky_pulsators,,,,,,mira,8.06,V
1536,R Pav,273.22100830078125,-63.61589813232422,pulsator,M,230.6,12.13,7.54,vsx,allsky_pulsators,,,,,,mira,6.86,V
1537,W Cen,178.75599670410156,-59.253700256347656,pulsator,M,200.0,12.149999999999999,6.1,vsx,allsky_pulsators,,,,,,mira,7.6,V
1538,X Gem,101.77899932861328,30.276199340820312,pulsator,M,264.16,12.15,6.300000000000001,vsx,allsky_pulsators,,,,,,mira,7.5,V
1539,R Vul,316.093994140625,23.821699142456055,pulsator,M,136.73,12.15,7.300000000000001,vsx,allsky_pulsators,,,,,,mira,7.0,V
1540,R Cae,70.12539672851562,-38.23529815673828,pulsator,M,392.0,12.15,7.8999999999999995,vsx,allsky_pulsators,,,,,,mira,6.7,V
1541,RX Lup,236.62899780273438,-48.05649948120117,pulsator,M,234.0,12.15,5.300000000000001,vsx,allsky_pulsators,,,,,,mira,8.0,V
1542,T Tuc,340.1390075683594,-61.55379867553711,pulsator,M,250.3,12.15,6.300000000000001,vsx,allsky_pulsators,,,,,,mira,7.5,V
1543,T Pav,297.6809997558594,-71.77149963378906,pulsator,M,243.8,12.15,7.5,vsx,allsky_pulsators,,,,,,mira,6.9,V
1544,R Cam,214.46299743652344,83.83159637451172,pulsator,M,270.1,12.185,7.430000000000001,vsx,allsky_pulsators,,,,,,mira,6.97,V
1545,R Ari,34.029598236083984,25.05660057067871,pulsator,M,185.67,12.2,7.200000000000001,vsx,allsky_pulsators,,,,,,mira,7.1,V
1546,X Cam,71.42579650878906,75.10099792480469,pulsator,M,143.56,12.2,7.200000000000001,vsx,allsky_pulsators,,,,,,mira,7.1,V
1547,V Cnc,125.4280014038086,17.28510093688965,pulsator,M,270.0,12.2,6.4,vsx,allsky_pulsators,,,,,,mira,7.5,V
1548,S Boo,215.7209930419922,53.81039810180664,pulsator,M,269.88,12.2,6.6,vsx,allsky_pulsators,,,,,,mira,7.4,V
1549,R Del,303.7300109863281,9.089170455932617,pulsator,M,283.0,12.2,6.200000000000001,vsx,allsky_pulsators,,,,,,mira,7.6,V
1550,T Vol,104.44999694824219,-67.1238021850586,pulsator,M,177.8,12.2,5.6,vsx,allsky_pulsators,,,,,,mira,7.9,V
1551,V Aur,96.00980377197266,47.706600189208984,pulsator,M,349.0,12.25,4.5,vsx,allsky_pulsators,,,,,,mira,8.5,V
1552,X Aur,93.05570220947266,50.227901458740234,pulsator,M,164.1,12.25,6.1000000000000005,vsx,allsky_pulsators,,,,,,mira,7.7,V
1553,R Lyn,105.32499694824219,55.330501556396484,pulsator,M,365.5,12.25,7.1000000000000005,vsx,allsky_pulsators,,,,,,mira,7.2,V
1554,S Ser,230.4149932861328,14.31470012664795,pulsator,M,370.4,12.25,6.5,vsx,allsky_pulsators,,,,,,mira,7.5,V
1555,S Lac,337.2539978027344,40.31549835205078,pulsator,M,241.5,12.25,6.300000000000001,vsx,allsky_pulsators,,,,,,mira,7.6,V
1556,CI Vel,165.2550048828125,-54.411598205566406,pulsator,M,142.5,12.25,2.5,vsx,allsky_pulsators,,,,,,mira,11.0,pg
1557,RU Sco,265.6050109863281,-43.75040054321289,pulsator,M,363.0,12.25,5.8999999999999995,vsx,allsky_pulsators,,,,,,mira,7.8,V
1558,RU Hya,212.89300537109375,-28.885400772094727,pulsator,M,331.5,12.25,7.1000000000000005,vsx,allsky_pulsators,,,,,,mira,7.2,V
1559,U Mic,307.3160095214844,-40.41699981689453,pulsator,M,334.75,12.25,7.5,vsx,allsky_pulsators,,,,,,mira,7.0,V
1560,T Cam,70.03700256347656,66.14679718017578,pulsator,M,369.3,12.3,7.2,vsx,allsky_pulsators,,,,,,mira,7.2,V
1561,V Cyg,310.32598876953125,48.141300201416016,pulsator,M,421.27,12.3,6.2,vsx,allsky_pulsators,,,,,,mira,7.7,V
1562,TT Mon,111.41899871826172,-5.850359916687012,pulsator,M,318.0,12.3,7.2,vsx,allsky_pulsators,,,,,,mira,7.2,V
1563,SY Mon,99.38050079345703,-1.3953299522399902,pulsator,M,423.0,12.3,7.6,vsx,allsky_pulsators,,,,,,mira,7.0,V
1564,X Cet,49.85860061645508,-1.0656100511550903,pulsator,M,176.0,12.3,4.799999999999999,vsx,allsky_pulsators,,,,,,mira,8.4,V
1565,RS Vir,216.8179931640625,4.678080081939697,pulsator,M,353.6,12.3,7.6,vsx,allsky_pulsators,,,,,,mira,7.0,V
1566,Z Oph,259.8840026855469,1.5150599479675293,pulsator,M,348.7,12.3,6.4,vsx,allsky_pulsators,,,,,,mira,7.6,V
1567,S Vol,112.44000244140625,-73.37889862060547,pulsator,M,394.0,12.3,6.2,vsx,allsky_pulsators,,,,,,mira,7.7,V
1568,RU Ara,262.2760009765625,-60.89899826049805,pulsator,M,256.8,12.3,4.4,vsx,allsky_pulsators,,,,,,mira,8.6,V
1569,NSV 19452,190.06300354003906,-57.379398345947266,pulsator,M,401.0,12.3,3.4000000000000004,vsx,allsky_pulsators,,,,,,mira,9.1,V
1570,V0650 CrA,286.00799560546875,-41.28379821777344,pulsator,M,326.8,12.325,2.1500000000000004,vsx,allsky_pulsators,,,,,,mira,9.75,V
1571,CZ Hya,156.8249969482422,-25.548999786376953,pulsator,M,442.0,12.34,3.92,vsx,allsky_pulsators,,,,,,mira,8.88,V
1572,T Scl,7.300539970397949,-37.90850067138672,pulsator,M,205.0,12.344999999999999,5.3100000000000005,vsx,allsky_pulsators,,,,,,mira,8.19,V
1573,R Com,181.06300354003906,18.782400131225586,pulsator,M,362.82,12.35,7.5,vsx,allsky_pulsators,,,,,,mira,7.1,V
1574,Y Eri,31.392499923706055,-57.14419937133789,pulsator,M,302.7,12.35,3.6999999999999993,vsx,allsky_pulsators,,,,,,mira,9.0,V
1575,RT Cen,207.08700561523438,-36.86259841918945,pulsator,M,250.0,12.35,5.5,vsx,allsky_pulsators,,,,,,mira,8.1,V
1576,T Lep,76.21179962158203,-21.904600143432617,pulsator,M,372.0,12.350000000000001,6.9,vsx,allsky_pulsators,,,,,,mira,7.4,V
1577,Z TrA,253.69500732421875,-65.20179748535156,pulsator,M,150.22,12.350000000000001,5.9,vsx,allsky_pulsators,,,,,,mira,7.9,V
1578,RS Cen,170.11599731445312,-61.87689971923828,pulsator,M,164.37,12.379999999999999,6.4399999999999995,vsx,allsky_pulsators,,,,,,mira,7.66,V
1579,Z Cyg,300.364013671875,50.04240036010742,pulsator,M,263.69,12.399999999999999,7.6,vsx,allsky_pulsators,,,,,,mira,7.1,V
1580,S LMi,148.42999267578125,34.92649841308594,pulsator,M,233.83,12.4,6.800000000000001,vsx,allsky_pulsators,,,,,,mira,7.5,V
1581,BG Cyg,294.7409973144531,28.51289939880371,pulsator,M,288.0,12.4,3.8000000000000007,vsx,allsky_pulsators,,,,,,mira,9.0,V
1582,AL Dra,276.91900634765625,49.309200286865234,pulsator,M,330.3,12.4,2.8000000000000007,vsx,allsky_pulsators,,,,,,mira,11.0,pg
1583,U CMi,115.33300018310547,8.38031005859375,pulsator,M,412.1,12.4,6.2,vsx,allsky_pulsators,,,,,,mira,7.8,V
1584,U Ara,268.4070129394531,-51.68730163574219,pulsator,M,224.6,12.4,6.3999999999999995,vsx,allsky_pulsators,,,,,,mira,7.7,V
1585,UU Car,141.74400329589844,-73.54350280761719,pulsator,M,199.0,12.435,5.930000000000001,vsx,allsky_pulsators,,,,,,mira,7.97,V
1586,R Psc,22.65959930419922,2.8816399574279785,pulsator,M,344.3,12.45,7.9,vsx,allsky_pulsators,,,,,,mira,7.0,V
1587,S Sex,158.73399353027344,-0.3426400125026703,pulsator,M,264.9,12.45,5.5,vsx,allsky_pulsators,,,,,,mira,8.2,V
1588,RT Eri,53.551998138427734,-16.164100646972656,pulsator,M,370.8,12.45,4.9,vsx,allsky_pulsators,,,,,,mira,8.5,V
1589,R Phe,359.114990234375,-49.786800384521484,pulsator,M,269.26,12.45,6.9,vsx,allsky_pulsators,,,,,,mira,7.5,V
1590,RT Aqr,335.8039855957031,-22.05660057067871,pulsator,M,247.0,12.45,4.299999999999999,vsx,allsky_pulsators,,,,,,mira,8.8,V
1591,W Her,248.80099487304688,37.345298767089844,pulsator,M,280.03,12.5,6.800000000000001,vsx,allsky_pulsators,,,,,,mira,7.6,V
1592,BD Vul,309.3240051269531,26.48699951171875,pulsator,M,430.0,12.5,3.3999999999999986,vsx,allsky_pulsators,,,,,,mira,9.3,V
1593,WX Cyg,304.6390075683594,37.44969940185547,pulsator,M,410.45,12.5,4.399999999999999,vsx,allsky_pulsators,,,,,,mira,8.8,V
1594,RV Sgr,276.9840087890625,-33.324798583984375,pulsator,M,312.0,12.5,7.6000000000000005,vsx,allsky_pulsators,,,,,,mira,7.2,V
1595,SS Her,248.2310028076172,6.858250141143799,pulsator,M,106.7,12.5,5.0,vsx,allsky_pulsators,,,,,,mira,8.5,V
1596,AS Her,249.71600341796875,14.066200256347656,pulsator,M,269.0,12.5,5.399999999999999,vsx,allsky_pulsators,,,,,,mira,8.3,V
1597,W Eri,62.87919998168945,-25.134000778198242,pulsator,M,376.63,12.5,7.0,vsx,allsky_pulsators,,,,,,mira,7.5,V
1598,R Cha,125.44400024414062,-76.3551025390625,pulsator,M,338.0,12.5,7.0,vsx,allsky_pulsators,,,,,,mira,7.5,V
1599,W Col,96.96630096435547,-40.0994987487793,pulsator,M,309.0,12.5,4.399999999999999,vsx,allsky_pulsators,,,,,,mira,8.8,V
1600,RU Lib,233.31900024414062,-15.326399803161621,pulsator,M,316.56,12.5,7.6000000000000005,vsx,allsky_pulsators,,,,,,mira,7.2,V
1601,W And,34.387298583984375,44.304901123046875,pulsator,M,396.2,12.55,9.5,vsx,allsky_pulsators,,,,,,mira,6.3,V
1602,SS Cas,2.402209997177124,51.566898345947266,pulsator,M,140.57,12.55,4.5,vsx,allsky_pulsators,,,,,,mira,8.8,V
1603,RT Boo,229.31100463867188,36.35929870605469,pulsator,M,276.5,12.55,4.700000000000001,vsx,allsky_pulsators,,,,,,mira,8.7,V
1604,W CrB,243.8520050048828,37.79560089111328,pulsator,M,238.4,12.55,6.500000000000001,vsx,allsky_pulsators,,,,,,mira,7.8,V
1605,SS Peg,338.4930114746094,24.565000534057617,pulsator,M,402.0,12.55,6.1,vsx,allsky_pulsators,,,,,,mira,8.0,V
1606,W Cet,0.5307899713516235,-14.67590045928955,pulsator,M,352.0,12.55,7.9,vsx,allsky_pulsators,,,,,,mira,7.1,V
1607,AZ Aur,90.28019714355469,39.67070007324219,pulsator,M,411.9,12.55,5.9,vsx,allsky_pulsators,,,,,,mira,8.1,V
1608,TZ Leo,170.91700744628906,16.851900100708008,pulsator,M,324.0,12.55,2.9000000000000004,vsx,allsky_pulsators,,,,,,mira,9.6,V
1609,T Sgr,289.05999755859375,-16.971399307250977,pulsator,M,396.0,12.55,7.9,vsx,allsky_pulsators,,,,,,mira,7.1,V
1610,RT Aql,294.5069885253906,11.721699714660645,pulsator,M,327.11,12.55,6.9,vsx,allsky_pulsators,,,,,,mira,7.6,V
1611,Z Sco,241.5030059814453,-21.733200073242188,pulsator,M,343.03,12.55,4.700000000000001,vsx,allsky_pulsators,,,,,,mira,8.7,V
1612,R Mic,310.0119934082031,-28.79199981689453,pulsator,M,138.62,12.55,5.5,vsx,allsky_pulsators,,,,,,mira,8.3,V
1613,T And,5.596459865570068,26.9960994720459,pulsator,M,281.0,12.6,6.8,vsx,allsky_pulsators,,,,,,mira,7.7,V
1614,V Ant,155.28799438476562,-34.78860092163086,pulsator,M,303.0,12.6,5.800000000000001,vsx,allsky_pulsators,,,,,,mira,8.2,V
1615,SV Pup,124.31900024414062,-13.808500289916992,pulsator,M,170.6,12.6,5.800000000000001,vsx,allsky_pulsators,,,,,,mira,8.2,V
1616,SV Phe,357.3210144042969,-43.11140060424805,pulsator,M,265.0,12.6,4.800000000000001,vsx,allsky_pulsators,,,,,,mira,10.2,pg
1617,X Aqr,334.66400146484375,-20.901100158691406,pulsator,M,311.4,12.6,7.8,vsx,allsky_pulsators,,,,,,mira,7.2,V
1618,AO Vir,215.46600341796875,3.9077401161193848,pulsator,M,255.0,12.63,4.34,vsx,allsky_pulsators,,,,,,mira,8.96,V
1619,S Cet,6.014830112457275,-9.327969551086426,pulsator,M,320.45,12.649999999999999,7.1,vsx,allsky_pulsators,,,,,,mira,7.6,V
1620,RU Vir,191.82699584960938,4.144830226898193,pulsator,M,434.0,12.649999999999999,6.1,vsx,allsky_pulsators,,,,,,mira,8.1,V
1621,UV Cen,175.23800659179688,-57.65840148925781,pulsator,M,274.3,12.649999999999999,3.9000000000000004,vsx,allsky_pulsators,,,,,,mira,9.2,V
1622,T Lyn,125.67900085449219,33.5192985534668,pulsator,M,406.0,12.65,4.699999999999999,vsx,allsky_pulsators,,,,,,mira,8.8,V
1623,CN Cyg,304.4739990234375,59.792701721191406,pulsator,M,198.53,12.65,7.7,vsx,allsky_pulsators,,,,,,mira,7.3,V
1624,BK Ori,82.98249816894531,7.613580226898193,pulsator,M,331.0,12.65,5.300000000000001,vsx,allsky_pulsators,,,,,,mira,8.5,V
1625,SS Oph,254.46200561523438,-2.761780023574829,pulsator,M,180.1,12.65,6.7,vsx,allsky_pulsators,,,,,,mira,7.8,V
1626,T Pic,78.77449798583984,-46.917999267578125,pulsator,M,202.0,12.65,6.5,vsx,allsky_pulsators,,,,,,mira,7.9,V
1627,X Ara,249.10299682617188,-55.414798736572266,pulsator,M,175.0,12.65,5.5,vsx,allsky_pulsators,,,,,,mira,8.4,V
1628,R Gru,327.1319885253906,-46.91400146484375,pulsator,M,331.96,12.65,7.5,vsx,allsky_pulsators,,,,,,mira,7.4,V
1629,WW Vel,162.60000610351562,-48.67340087890625,pulsator,M,390.0,12.67,4.859999999999999,vsx,allsky_pulsators,,,,,,mira,8.74,V
1630,U Ser,241.82400512695312,9.931249618530273,pulsator,M,239.0,12.68,7.039999999999999,vsx,allsky_pulsators,,,,,,mira,7.66,V
1631,Y Dra,145.59500122070312,77.85209655761719,pulsator,M,325.79,12.7,7.4,vsx,allsky_pulsators,,,,,,mira,7.5,V
1632,FF Cyg,309.71600341796875,37.88970184326172,pulsator,M,323.82,12.7,6.0,vsx,allsky_pulsators,,,,,,mira,8.2,V
1633,SS Lyr,288.31500244140625,46.982200622558594,pulsator,M,350.7,12.7,5.6,vsx,allsky_pulsators,,,,,,mira,8.4,V
1634,SV And,1.0836299657821655,40.109901428222656,pulsator,M,313.0,12.7,6.999999999999999,vsx,allsky_pulsators,,,,,,mira,7.7,V
1635,SV Oph,269.1029968261719,3.3772799968719482,pulsator,M,215.93,12.7,3.5999999999999996,vsx,allsky_pulsators,,,,,,mira,9.4,V
1636,RY Her,269.93701171875,19.481599807739258,pulsator,M,221.47,12.7,5.799999999999999,vsx,allsky_pulsators,,,,,,mira,8.3,V
1637,U Dor,77.53679656982422,-64.31790161132812,pulsator,M,394.4,12.7,6.0,vsx,allsky_pulsators,,,,,,mira,8.2,V
1638,WX Vel,162.24899291992188,-54.181800842285156,pulsator,M,411.5,12.7,3.0,vsx,allsky_pulsators,,,,,,mira,11.2,pg
1639,NSV 19545,193.70799255371094,-65.0613021850586,pulsator,M,325.0,12.7,3.200000000000001,vsx,allsky_pulsators,,,,,,mira,9.6,V
1640,Y Lib,227.9219970703125,-6.011499881744385,pulsator,M,277.0,12.7,7.200000000000001,vsx,allsky_pulsators,,,,,,mira,7.6,V
1641,SS Tel,278.07000732421875,-56.6172981262207,pulsator,M,416.5,12.7,4.200000000000001,vsx,allsky_pulsators,,,,,,mira,9.1,V
1642,R Ori,74.7522964477539,8.130470275878906,pulsator,M,377.1,12.725000000000001,4.35,vsx,allsky_pulsators,,,,,,mira,9.05,V
1643,T Dor,71.45680236816406,-59.78689956665039,pulsator,M,168.0,12.73,5.539999999999999,vsx,allsky_pulsators,,,,,,mira,8.46,V
1644,WZ Dra,254.95700073242188,52.317901611328125,pulsator,M,401.7,12.75,5.5,vsx,allsky_pulsators,,,,,,mira,8.5,V
1645,Z Cet,16.687999725341797,-1.4814200401306152,pulsator,M,184.0,12.75,5.899999999999999,vsx,allsky_pulsators,,,,,,mira,8.3,V
1646,WZ Her,270.3819885253906,18.721900939941406,pulsator,M,247.8,12.75,2.5,vsx,allsky_pulsators,,,,,,mira,11.5,pg
1647,W Phe,19.969100952148438,-55.91780090332031,pulsator,M,333.95,12.75,6.300000000000001,vsx,allsky_pulsators,,,,,,mira,8.1,V
1648,X Vol,119.46099853515625,-65.2979965209961,pulsator,M,287.0,12.75,4.100000000000001,vsx,allsky_pulsators,,,,,,mira,9.2,V
1649,IQ Hya,138.38299560546875,-23.392099380493164,pulsator,M,385.0,12.75,2.8999999999999986,vsx,allsky_pulsators,,,,,,mira,9.8,V
1650,V0341 Lup,226.01800537109375,-41.13529968261719,pulsator,M,142.0,12.75,3.5,vsx,allsky_pulsators,,,,,,mira,9.5,V
1651,AQ Cen,211.25,-35.49729919433594,pulsator,M,386.5,12.75,6.8999999999999995,vsx,allsky_pulsators,,,,,,mira,7.8,V
1652,S PsA,330.9410095214844,-28.05120086669922,pulsator,M,271.0,12.75,6.5,vsx,allsky_pulsators,,,,,,mira,8.0,V
1653,NO Pav,299.7720031738281,-62.28089904785156,pulsator,M,423.0,12.785,4.83,vsx,allsky_pulsators,,,,,,mira,8.87,V
