table_name,description
"'J/ApJ/905/57/sample'","data (Table 2), IRAS data (Table 3), 9.7um Silicate and Balmer data (Table 4), derived OH integrated flux values (Table 5) and equivalent widths (Table 6) ( Runco J.N., Malkan M.A., Fernandez-Ontiveros J.A., Spinoglio L., Pereira-Santaella M.)"
"'J/ApJ/935/36/fig7'","The optical spectra of IRAS 18111-2257 ( De K., Mereminskiy I., Soria R., et al.)"
"'J/ApJ/935/36/table1'","Ground-based photometry of IRAS 18111-2257, the infrared counterpart of SRGA J181414.6-225604 ( De K., Mereminskiy I., Soria R., et al.)"
"'J/ApJ/935/36/table2'","Multi-epoch photometry of IRAS 18111-2257 from space-based instruments ( De K., Mereminskiy I., Soria R., et al.)"
"'J/ApJ/944/202/tablea1'","Mid-infrared observations from IRAS, AKARI, Subaru, WISE, and NEOWISE ( Jiang H., Ji J., Yu L., Yang B., Hu S., Zhao Y.)"
"'J/ApJS/107/239/table1'","*IRAS identification ( Taylor A.R., Goss W.M., Coleman P.H., van Leeuwen J., Wallace B.J.)"
"'J/ApJS/112/245/table5'","The catalog of IRAS galaxies with F60>=0.6Jy ( Nakanishi K., Takata T., Yamada T., Takeuchi T.T., Shiroya R., Miyazawa M., Watanabe S., Saito M.)"
"'J/ApJS/112/245/table6'","Radial velocities of IRAS galaxies with F60>=0.6Jy at 150<l<225 and |b|<=15 ( Nakanishi K., Takata T., Yamada T., Takeuchi T.T., Shiroya R., Miyazawa M., Watanabe S., Saito M.)"
"'J/ApJS/112/315/table13'","IRAS measurements of the host galaxies ( Ho L.C., Filippenko A.V., Sargent W.L.W.)"
"'J/ApJS/115/59/table1'","IRAS Point Sources adopted as uncataloged galaxies based on their optical appearance ( Kun M.)"
"'J/ApJS/115/59/table2'","IRAS Point Sources adopted as YSO candidates in the Cepheus flare region ( Kun M.)"
"'J/ApJS/115/59/table5'","Dense cores found in the IRAS 100{mu}m optical depth image ( Kun M.)"
"'J/ApJS/123/233/table3'","IRAS Point Sources and PMS Stars Associated with Optically Selected Cores ( Lee C.W., Myers P.C.)"
"'J/ApJS/147/1/table5'","IRAS Infrared Galaxies ( Conselice C.J.)"
"'J/ApJS/158/139/table1'","IRAS properties of program sources ( Keel W.C., Irby B.K., May A., Miley G.K., Golombek D., De Grijp M.H.K., Gallimore J.F.)"
"'J/ApJS/158/139/table4'","Radio identifications of warm IRAS-AO sources ( Keel W.C., Irby B.K., May A., Miley G.K., Golombek D., De Grijp M.H.K., Gallimore J.F.)"
"'J/ApJS/158/139/table5'","Stellar identifications of warm IRAS-AO sources ( Keel W.C., Irby B.K., May A., Miley G.K., Golombek D., De Grijp M.H.K., Gallimore J.F.)"
"'J/ApJS/177/551/lupus'","Young Stellar Objects and Pre-Main Sequence stars in Lupus: optical, near-IR, far-IR (IRAS, MIPS, IRAS, 1.3mm) fluxes ( Merin B., Jorgensen J., Spezzi L., Alcala J.M., Evans II N.J., Harvey P.M., Prusti T., Chapman N., Huard T., Van Dishoeck E.F., Comeron F.)"
"'J/ApJS/185/198/table9'","Additional fluxes (optical and IRAS) ( Kirk J.M., Ward-Thompson D., Di Francesco J., Bourke T.L., Evans N.J., Merin B., Allen L.E., Cieza L.A., Dunham M.M., Harvey P., Huard T., Jorgensen J.K., Miller J.F., Noriega-Crespo A., Peterson D., Ray T.P., Rebull L.M.)"
"'J/ApJS/248/18/table6'","The IRAS counterparts for 44-GHz class I methanol masers ( Yang W., Xu Ye, Choi Y.K., Ellingsen S.P., Sobolev A.M., Chen Xi, Li J., Lu D.)"
"'J/ApJS/256/43/table10'","C-rich AGB stars based on IRAS PSC (CAGB-IRAS) ( Suh K.-W.)"
"'J/ApJS/256/43/table13'","OAGB-IRAS objects with obtained variation parameters from WISE light curves ( Suh K.-W.)"
"'J/ApJS/256/43/table14'","CAGB-IRAS objects with obtained variation parameters from WISE light curves ( Suh K.-W.)"
"'J/ApJS/256/43/table9'","O-rich asymptotic giant branch (AGB) stars based on IRAS PSC (OAGB-IRAS) ( Suh K.-W.)"
"'J/ApJS/257/35/table2'","The Southern Revised Bright Galaxy (RBGS): IRAS data (subset of Sanders+, 2003, J/AJ/126/1607) ( Condon J.J., Cotton W.D., Jarrett T., Marchetti L., Matthews A.M., Mauch T., Moloko M.E.)"
"'J/ApJS/265/45/table1'","IRAS/AKARI IR galaxy detected by Atacama Cosmology Telescope (ACT) ( Kilerci E., Hashimoto T., Goto T., Gogus E., Kim S.J., Ho S.C.-C., Valerie Wong Yi H.)"
"'J/ApJS/265/45/table2'","*Spectral indices of the IRAS-AKARI IR galaxy detected by ACT ( Kilerci E., Hashimoto T., Goto T., Gogus E., Kim S.J., Ho S.C.-C., Valerie Wong Yi H.)"
"'J/ApJS/272/16/table5'","Carbon stars with IRAS counterparts (carbon-rich asymptotic giant branch; CAGB_IC, see Table 1) objects ( Suh K.-W.)"
"'J/ApJS/272/16/table6'","Carbon stars without IRAS counterparts (AllWISE or Gaia DR3 Sources; CAGB_NI, see Table 2) objects ( Suh K.-W.)"
"'J/ApJS/73/359/iras1490'","A 1.49 GHz Atlas of IRAS Bright Galaxy Sample (5.5{deg} < Dec < 66{deg}) ( Condon J.J., Helou G., Sanders D.B., Soifer B.T.)"
"'J/ApJS/78/239/table4'","Catalog of Coadded IRAS Fluxes of Orion Population Stars ( WEAVER W.B., JONES G.)"
"'J/ApJS/80/211/table4'","The IRAS subsample: HII, PN, ambiguous candidates ( Helfand D.J., Zoonematkermani S., Becker R.H., White R.L.)"
"'J/ApJS/89/57/table5'","List of the identified IRAS galaxies ( Yamada T., Takata T., Djamaluddin T., Tomita A., Aoki K., Takeda A., Saito M.)"
"'J/ApJS/91/347/iras'","IRAS matches ( Becker R.H., White R.L., Helfand D.J., Zoonematkermani S.)"
"'J/ApJS/93/549/table2'","IRAS sources without 1612 MHz emission ( Lewis B.M.)"
"'J/ApJS/95/457/table4'","IRAS clouds (Av > 2 mag) ( Wood D.O.S., Myers P.C., Daugherty D.A.)"
"'J/ApJS/95/457/table5'","IRAS cores (Av > 4 mag) ( Wood D.O.S., Myers P.C., Daugherty D.A.)"
"'J/AZh/83/265/table3'","Identification of lines and their intensities in spectrum s25309 of IRAS 20508+2011, along with the derived elemental abundances ( Klochkova V.G., Panchuk V.E., Tavolganskaya N.S., Zhao G.)"
"'J/BaltA/16/327/table2'","IRAS and MSX data for the suspected YSOs in the investigated area with H-Ks>=1.00, supposed to be the Local arm objects ( Straizys V., Laugalys V.)"
"'J/BaltA/17/1/table2'","IRAS and MSX data for the suspected YSOs in the investigated area with H-Ks>=0.75 ( Straizys V., Laugalys V.)"
"'J/BaltA/19/1/table1'","Identification of the SL objects in the 2MASS, IRAS and AKARI catalogs having mid- and far-infrared measurements + 9 known YSOs ( Straizys V., Kazlauskas A.)"
"'J/MNRAS/246/169/table6'","IRAS associations; this table contains both original tables 6 and 7. ( Pineault S., Chastenay P.)"
"'J/MNRAS/253/485/qigc'","QMW IRAS galaxy catalogue (QIGC) ( Rowan-Robinson M., Saunders W., Lawrence A., Leech K.)"
"'J/MNRAS/279/459/table1'","Basic data on ultraluminous IRAS galaxies in our new sample ( Clements D.L., Sutherland W.J., Saunders W., Efstathiou G.P., McMahon R.G., Maddox S., Lawrence A., Rowan-Robinson M.)"
"'J/MNRAS/291/261/table1'","IRAS sources in our data set with no positive methanol identification, and no other defining UC H II characteristics ( Walsh A.J., Hyland A.R., Robinson G., Burton M.G)"
"'J/MNRAS/329/227/table5'","Ultraluminous IRAS Galaxies (ULIRGS) in the sample ( Sadler E.M., Jackson C.A., Cannon R.D., et al.)"
"'J/MNRAS/363/1111/samples'","Sample merging the 5 samples: galactic plane, IRAS gap, LMC, SMC and star forming regions ( Clarke A.J., Oudmaijer R.D., Lumsden S.L.)"
"'J/MNRAS/393/1408/table2'","IRAS observation of type II quasars ( Chen P.S., Shan H.G.)"
"'J/MNRAS/394/1875/table1'","IRAS photometry for MASH I and MASH II sources ( Phillips J.P., Zepeda-Garcia D.)"
"'J/MNRAS/421/679/table2'","Absorption lines in IRAS 22023+5249 ( Sarkar G., Garcia-Hernandez D.A., Parthasarathy M., Manchado A., Garcia-Lario P., Takeda Y.)"
"'J/MNRAS/421/679/table3'","Emission lines in IRAS 22023+5249 ( Sarkar G., Garcia-Hernandez D.A., Parthasarathy M., Manchado A., Garcia-Lario P., Takeda Y.)"
"'J/MNRAS/421/679/table4'","P-Cygni lines in IRAS 22023+5249 ( Sarkar G., Garcia-Hernandez D.A., Parthasarathy M., Manchado A., Garcia-Lario P., Takeda Y.)"
"'J/MNRAS/449/2438/tableb8'","IRAS 4A: Gaussian fits to the detected NH_2_CHO and HNCO lines ( Lopez-Sepulcre A., Jaber A.A., Mendoza E., Lefloch B., Ceccarelli C., Vastel C., Bachiller R., Cernicharo J., Codella C., Kahane C., Kama M., Tafalla M.)"
"'J/MNRAS/452/1523/table1'","NOT sources towards IRAS 04186+5143 ( Yun J.L., Elia D., Djupvik A.A., Torrelles J.M., Molinari S.)"
"'J/MNRAS/452/1523/table2'","Photometric data of Spitzer sources towards IRAS 04186+5143 having NOTCam counterparts ( Yun J.L., Elia D., Djupvik A.A., Torrelles J.M., Molinari S.)"
"'J/MNRAS/462/2878/table2'","Summary of FIR observations with Herschel and IRAS ( Povic M., Marquez I., Netzer H., Masegosa J., Nordon R., Perez E., Schoenell W.)"
"'J/MNRAS/480/3562/tableb3'","2MASS and IRAS photometry ( Dietrich J., Weiner A.S., Ashby M.L.N., Hayward C.C., Martinez-Galarza J.R., Ramos Padilla A.F., Rosenthal L., Smith H.A., Willner S.P., Zezas A.)"
"'J/MNRAS/483/5150/tableb2'","IRAS 00483-7347 JHKL light curve ( Menzies J.W., Whitelock P.A., Feast M.W., Matsunaga N.)"
"'J/MNRAS/488/2158/phiras23'","Photometry of IRAS 23151+5912 stars ( Molina Lera J.A., Baume G., Gamen R.)"
"'J/MNRAS/508/2226/table1'","Radial velocities of IRAS 08005-2356 ( Manick R., Miszalski B., Kamath D., Whitelock P.A., Van Winckell H., Hrivnak B.J., Barlow B.N., Mohamed S.)"
"'J/MNRAS/508/2226/table2'","JHKL photometry for IRAS 08005-2356 ( Manick R., Miszalski B., Kamath D., Whitelock P.A., Van Winckell H., Hrivnak B.J., Barlow B.N., Mohamed S.)"
"'J/other/Ap/54.147/galaxies'","Fluxes, Luminosities and Star Formation Rates of the 230 IRAS-FSC galaxies ( Hovhannisyan A., Sargsyan L.A., Mickaelian A.M., Weedman D.W.)"
"'J/other/APh/26.282/tableb10'","Radio-weak quasars from the Bright Quasar Survey (BQS) sorted according to IRAS mean flux at 60{mu} ( Achterberg A., Ackermann M., Adams J., et al.)"
"'J/other/BSAO/50.115/table1'","The list of IRAS-TEXAS Association (ITA) radio identified sources ( Verkhodanov O.V., Trushkin S.A.)"
"'J/other/BSAO/50.115/table23'","IRAS-TEXAS Association (ITA) objects having (I)nverse or (U)ltra steep spectrum ( Verkhodanov O.V., Trushkin S.A.)"
"'J/other/KFNT/22.187/table1'","Identification of isolated galaxies with IRAS objects ( Izotova I.Y., Parnovsky S.L., Tyutyunnyk A.A.)"
"'J/other/NewA/9.509/table1'","IRAS associations of Be stars ( Zhang P., Chen P.S., He J.H.)"
"'J/other/PASA/41.55/table1'","NIR and MIR photometric data of IRAS sources ( Azatyan N., Nikoghosyan E., Samsonyan A., Elia D., Kaper L., Yeghikyan A., Andreasyan D., Baghdasaryan D.)"
"'J/other/PASA/41.55/table2'","FIR photometric data of IRAS sources ( Azatyan N., Nikoghosyan E., Samsonyan A., Elia D., Kaper L., Yeghikyan A., Andreasyan D., Baghdasaryan D.)"
"'J/other/PASA/41.55/table3'","Parameters of IRAS sources derived from Robitaille+ 2007ApJS..169..328R models SED fitting ( Azatyan N., Nikoghosyan E., Samsonyan A., Elia D., Kaper L., Yeghikyan A., Andreasyan D., Baghdasaryan D.)"
"'J/other/RMxAA/35.187/table2'","IRAS and radio flux of the host galaxies ( Carrillo R., Masegosa J., Dultzin-Hacyan D., Ordonez R.)"
"'J/other/RMxAA/37.115/table3'","*IRAS Sources ( Kimeswenger S.)"
"'J/PASJ/51/791/table4'","Associated IRAS point sources ( Yamaguchi R., Saito H., Mizuno N., Mine Y., Mizuno A., Ogawa H., Fukui Y.)"
"'J/PASJ/53/293/sources'","IRAS/SiO sources ( Deguchi S., Fujii T., Matsumoto S., Nakashima J., Wood P.R.)"
"'J/PASJ/54/719/table1'","Observed magnitudes and positions of the IRAS candidates ( Deguchi S., Fujii T., Nakashima J., Wood P.R.)"
"'J/PASJ/55/203/table5'","IRAS data ( Nakashima J., Deguchi S.)"
"'J/PASJ/55/229/table1'","IRAS data ( Nakashima J., Deguchi S.)"
"'J/PAZh/25/30/table1'","UBV observations of IRAS 18062+2410 ( Arkhipova V.P., Ikonnikova N.P., Noskova R.I., Sokol G.V., Esipov V.F., Klochkova V.G.)"
"'J/PAZh/26/705/table2'","UBV-observations IRAS19386+0155 in 1993-1999 ( Arkhipova V.P., Ikonnikova N.P., Noskova R.I., Sokol G.V.)"
"'J/PAZh/26/705/table6'","UBV-observations IRAS20572+4919 in 1994-1999 ( Arkhipova V.P., Ikonnikova N.P., Noskova R.I., Sokol G.V.)"
"'J/PAZh/30/855/table1'","UBV observations of IRAS 19200+3457 ( Arkhipova V.P., Ikonnikova N.P., Noskova R.I., Komissarova G.V., Esipov V.F.)"
"'J/PAZh/33/679/table1'","UBV observations of IRAS18062+2410 in 2000-2006 ( Arkhipova V.P., Esipov V.F., Ikonnikova N.P., Komissarova G.V., Noskova R.I.)"
"'J/PAZh/38/183/table1'","UBV observations of IRAS 19336-0400 in 2006-2011 ( Arkhipova V.P., Burlak M.A., Esipov V.F., Ikonnikova N.P., Komissarova G.V.)"
"'J/PAZh/44/383/bigs'","Main emission line parameters and cross-correlations of 83 Byurakan-IRAS Galaxies (BIGs) with SDSS spectra (tables 2 and 3) ( Mickaelian A.M., Harutyunyan G.S., Sarkissian A.)"
"'V/107/msx_gp'","The complete MSX5C catalogue, including the Galactic Plane Survey, the IRAS gaps, and the LMC ( Egan M.P., Price S.D., Moshir M.M., Cohen M., Tedesco E., Murdock T.L., Zweil A., Burdick S., Bonito N., Gugliotti G.M., Duszlak J.)"
"'V/107/nonplane'","IRAS Gaps ( Egan M.P., Price S.D., Moshir M.M., Cohen M., Tedesco E., Murdock T.L., Zweil A., Burdick S., Bonito N., Gugliotti G.M., Duszlak J.)"
"'V/84/iras'","IRAS Point Source Catalogue fluxes (1) ( Acker A., Ochsenbein F., Stenholm B., Tylenda R., Marcout J., Schohn C.)"
"'VIII/43/clir'","Optical and radio identifications of IRAS point sources (Paper 7) ( Haslam C.G.T., Kronberg P.P., Waldthausen H., Wielebinski R., Schallwich D.)"
"'VII/209A/cgmw5ir'","Cross identification of the CGMW5 detected objects with IRAS point sources ( Saito M., Ohtani H., Asonuma A., Kashikawa N., Maki T., Nishida S., Watanabe T.)"
"'VII/73/irassss'","IRAS Small Scale Structure Catalog Sources ( Helou G., Walker D.W.)"
"'VII/91/astrejst'","IRAS Rejected Asteroid sightings ( Veeder G. J., Walker R. G.)"
