source_id,priority,channels,n_channels,labels
237411915088179712,3,baffle,1,
237413323837434368,3,baffle,1,
237447614857008256,3,baffle,1,
237577460305885952,3,baffle,1,
237604741938119296,3,baffle,1,
237629068632742016,3,baffle,1,
237640196890332160,3,baffle,1,
237665867912335744,3,baffle,1,
237748365647160704,3,baffle,1,
237752420096202624,3,baffle,1,
237771902067828736,3,baffle,1,
237960876330086016,3,baffle,1,
237986611774099072,3,baffle,1,
238141784652091520,3,baffle,1,
238156421900904320,3,baffle,1,
238159028940259584,3,ossuary,1,rejected
238193599137061888,3,baffle,1,
238195901239543424,3,baffle,1,
238274104003974016,3,baffle,1,
238429891058508288,3,baffle,1,
238457207050623104,3,baffle,1,
238513488301219072,3,baffle,1,
238521867779351296,3,baffle,1,
238611138677074560,3,ossuary,1,rejected
238742908270944128,3,baffle,1,
238764486186579328,3,baffle,1,
238783521481620352,3,baffle,1,
238784277395861376,3,baffle,1,
239011425329982336,3,baffle,1,
239081282974365568,3,baffle,1,
239161031927117440,3,baffle,1,
239181544690887936,3,baffle,1,
239230228143334656,3,baffle,1,
239257995109311360,3,baffle,1,
239374539044227072,3,baffle,1,
239381758886368512,3,baffle,1,
239409246678415616,3,baffle,1,
239426490969118848,3,baffle,1,
239569981533282944,3,baffle,1,
239580250798404864,3,baffle,1,
239593827191680256,3,baffle,1,
239593857254792320,3,baffle,1,
239638941527789824,3,baffle,1,
239650310304377856,3,baffle,1,
239706183537304192,3,baffle,1,
239735080074279552,3,baffle,1,
239749511168147072,3,ossuary,1,rejected
239765557164922496,3,baffle,1,
239792392120276608,3,baffle,1,
239900934533204864,3,baffle,1,
239904851543415040,3,baffle,1,
239921378577487872,3,baffle,1,
239927494611105920,3,baffle,1,
239935255614643456,3,baffle,1,
240009202069352960,3,baffle,1,
240013458379986432,3,baffle,1,
240048608392338176,3,baffle,1,
240058332203933312,3,baffle,1,
240117641403169664,3,baffle,1,
240162167327033984,3,baffle,1,
240237247652057472,3,baffle,1,
240249509781782144,3,baffle,1,
240345721346830848,3,baffle,1,
240349874579436544,3,baffle,1,
240373621454192384,3,baffle,1,
240374205569756160,3,baffle,1,
240393343944346752,3,baffle,1,
240512331718909696,3,baffle,1,
240524495065809280,3,baffle,1,
240538857436451456,3,baffle,1,
240635232205540352,3,baffle,1,
240650144331985408,3,baffle,1,
240669935540376320,3,baffle,1,
240701104120740864,3,baffle,1,
240701482077855744,3,baffle,1,
240731993525383552,3,baffle,1,
240752368850165760,3,baffle,1,
240752437569391744,3,baffle,1,
240862079494943616,3,baffle,1,
240891147833460992,3,baffle,1,
240911179560810496,3,baffle,1,
240912412214689664,3,baffle,1,
241015770604937344,3,baffle,1,
241240723812471808,3,baffle,1,
241243850548749312,3,baffle,1,
241256941608939520,3,baffle,1,
241277282574026496,3,baffle,1,
241278691323273088,3,baffle,1,
241334732056488960,3,baffle,1,
241373867801173888,3,baffle,1,
241392662577621888,3,baffle,1,
241393040535105280,3,baffle,1,
241474163876786816,3,baffle,1,
241499521363523712,3,baffle,1,
241541165368465920,3,baffle,1,
242099300656540160,3,baffle,1,
242133351157228928,3,baffle,1,
242161599160512896,3,baffle,1,
242237465466110080,3,baffle,1,
242295872724305024,3,baffle,1,
242380573773697920,3,baffle,1,
242404415133829632,3,baffle,1,
242415586346811520,3,baffle,1,
242424382440174336,3,baffle,1,
242461353518456576,3,baffle,1,
242500523624295168,3,baffle,1,
242580891051822336,3,baffle,1,
243169262909388544,3,ossuary,1,rejected
243198198108952832,3,baffle,1,
244495553110395264,3,ossuary,1,rejected
244495965427249152,3,ossuary,1,rejected
244905877107106048,3,ossuary,1,rejected
244906078965356416,3,ossuary,1,rejected
245168969620265472,3,ossuary,1,rejected
245170893769164928,3,ossuary,1,rejected
246270194938207360,3,ossuary,1,rejected
247585313923701504,3,ossuary,1,rejected
247616276349629056,3,ossuary,1,rejected
247664242544000000,3,ossuary,1,rejected
247679085950787968,3,ossuary,1,rejected
247689737469723392,3,ossuary,1,rejected
248524713469972224,3,ossuary,1,rejected
249161090185828608,3,ossuary,1,rejected
249161365063727360,3,ossuary,1,rejected
249993794144630656,3,ossuary,1,rejected
250025924794700160,3,ossuary,1,rejected
250157419517396992,3,ossuary,1,rejected
250570419273412736,3,ossuary,1,rejected
250647488167120512,3,ossuary,1,rejected
250651336457844608,3,ossuary,1,rejected
250709305636566656,3,ossuary,1,rejected
250710542587128192,3,ossuary,1,rejected
250716315023158272,3,ossuary,1,rejected
250727310139282304,3,ossuary,1,rejected
250731154129528192,3,ossuary,1,rejected
250740607357910016,3,ossuary,1,rejected
250744593087619328,3,ossuary,1,rejected
250744661807092224,3,ossuary,1,rejected
250746856530112256,3,ossuary,1,rejected
250748613176553728,3,ossuary,1,rejected
250750189424896384,3,ossuary,1,rejected
250750468602853120,3,ossuary,1,rejected
250751735613033088,3,ossuary,1,rejected
250753251741585024,3,ossuary,1,rejected
250763353504528256,3,ossuary,1,rejected
250768129508156416,3,ossuary,1,rejected
250896463130249984,3,ossuary,1,rejected
250919724672968192,3,ossuary,1,rejected
250936698385417088,3,ossuary,1,rejected
250938171553029760,3,ossuary,1,rejected
250938622530742784,3,ossuary,1,rejected
250942161583770112,3,ossuary,1,rejected
250957790963785216,3,ossuary,1,rejected
250970130410659712,3,ossuary,1,rejected
251306271729237760,3,ossuary,1,rejected
251339944272703872,3,ossuary,1,rejected
251892002191859200,3,ossuary,1,rejected
252358057681623424,3,ossuary,1,rejected
252771160518182144,3,ossuary,1,rejected
253224434185408512,3,ossuary,1,rejected
253473202991498112,3,ossuary,1,rejected
253570681570155520,3,ossuary,1,rejected
253677746513180672,3,ossuary,1,rejected
254214136388828288,3,ossuary,1,rejected
254309896979031936,3,ossuary,1,rejected
254352017718436224,3,ossuary,1,rejected
254491110238535552,3,ossuary,1,rejected
254778593871313536,3,ossuary,1,rejected
254876489065002752,3,ossuary,1,rejected
254923798128533760,3,ossuary,1,rejected
254926757362263680,3,ossuary,1,rejected
255228740805309312,3,ossuary,1,rejected
255326906576188928,3,ossuary,1,rejected
255327215813876096,3,ossuary,1,rejected
255328319624486784,3,ossuary,1,rejected
255329586635911040,3,ossuary,1,rejected
255331308921196800,3,ossuary,1,rejected
255331888738508160,3,ossuary,1,rejected
255696754800851968,3,ossuary,1,rejected
256678279380232704,3,ossuary,1,rejected
256817333245171072,3,ossuary,1,rejected
256856499048527104,3,ossuary,1,rejected
257128799974470528,3,ossuary,1,rejected
257574690600385664,3,ossuary,1,rejected
257707422269912576,3,ossuary,1,rejected
258063316138915200,3,ossuary,1,rejected
258063320437841664,3,ossuary,1,rejected
258068371318945024,3,ossuary,1,rejected
258417599403317632,3,ossuary,1,rejected
258465118921632000,3,ossuary,1,rejected
258886064373400192,3,ossuary,1,rejected
258937432182242816,3,ossuary,1,rejected
259061505198607872,3,ossuary,1,rejected
259394657222018944,3,ossuary,1,rejected
260160810668494848,3,ossuary,1,rejected
260162833594345984,3,ossuary,1,rejected
260163628168312064,3,ossuary,1,rejected
260167923135055360,3,ossuary,1,rejected
260167991853744384,3,ossuary,1,rejected
260372153119504384,3,ossuary,1,rejected
261265682412792576,3,ossuary,1,rejected
261588006822312064,3,ossuary,1,rejected
263373652360393856,3,baffle,1,
263494942237358592,3,baffle,1,
263556476231028224,3,baffle,1,
263558095436200832,3,baffle,1,
263744565737367040,3,baffle,1,
263760027618767872,3,baffle,1,
263780948402280064,3,baffle,1,
263829984046253056,3,baffle,1,
263899974833049344,3,baffle,1,
263932444785732480,3,baffle,1,
263937633106258688,3,baffle,1,
264114925060134400,3,baffle,1,
264305832062371328,3,baffle,1,
264322565254786560,3,baffle,1,
264375754129528192,3,baffle,1,
264399114455648640,3,baffle,1,
264510547382591616,3,baffle,1,
264520511706910080,3,baffle,1,
264539512642005120,3,baffle,1,
264551190656715264,3,baffle,1,
264572459334764928,3,baffle,1,
264591670725769472,3,baffle,1,
264634379880586112,3,baffle,1,
264692787142482176,3,baffle,1,
264696120037182336,3,baffle,1,
264734607237923712,3,baffle,1,
264785494010182656,3,baffle,1,
264804838542952576,3,baffle,1,
264949012004505344,3,baffle,1,
264950214596128896,3,baffle,1,
265009450784707200,3,baffle,1,
265021644195637632,3,baffle,1,
265036629337659520,3,baffle,1,
265191213800741376,3,baffle,1,
265248658989082880,3,baffle,1,
265259928980092160,3,baffle,1,
265268969888159360,3,baffle,1,
265469252803911552,3,baffle,1,
265545217888867968,3,baffle,1,
265563840867068672,3,baffle,1,
265661736057263360,3,baffle,1,
265700249027280000,3,baffle,1,
266219802633699584,3,ossuary,1,rejected
266230969547250048,3,ossuary,1,rejected
266450322115795968,3,baffle,1,
266516571988272512,3,baffle,1,
266702904849606912,3,baffle,1,
266722249382269568,3,baffle,1,
266799726296007040,3,baffle,1,
267447136783497472,3,baffle,1,
267636939977372160,3,baffle,1,
267724862250813696,3,baffle,1,
267785408408072064,3,baffle,1,
267803619070240768,3,baffle,1,
267989573972278912,3,baffle,1,
268006302867813888,3,baffle,1,
268010155455475968,3,ossuary,1,rejected
268012732435855616,3,ossuary,1,rejected
268042487969170560,3,baffle,1,
268104576016178432,3,baffle,1,
268122541862811008,3,baffle,1,
268131204813604352,3,baffle,1,
268143947981309056,3,baffle,1,
268145769047442816,3,baffle,1,
268232153724618368,3,baffle,1,
268269193522941440,3,baffle,1,
268296578234313856,3,baffle,1,
268434906245250304,3,ossuary,1,rejected
268440854775877376,3,baffle,1,
268516201386013184,3,baffle,1,
268565237027526272,3,baffle,1,
268573925751166720,3,baffle,1,
268691642209323008,3,baffle,1,
268747957820487552,3,baffle,1,
268750779616323456,3,baffle,1,
268784928900177152,3,baffle,1,
268885847747059456,3,baffle,1,
268953880029831296,3,ossuary,1,rejected
269008855611045248,3,baffle,1,
269052385102431488,3,baffle,1,
269064106070296960,3,baffle,1,
269091727002832640,3,baffle,1,
269187521955164160,3,baffle,1,
269213463557628928,3,baffle,1,
269216044832765056,3,baffle,1,
269259643044359040,3,baffle,1,
269303593446333824,3,baffle,1,
269314206308865920,3,baffle,1,
269355128758022656,3,ossuary,1,rejected
269480958415595520,3,baffle,1,
269480988478806144,3,baffle,1,
269506418981655168,3,baffle,1,
269506453341395072,3,baffle,1,
269516619531607808,3,baffle,1,
269630487700442112,3,baffle,1,
269664813079226624,3,baffle,1,
269752430412081408,3,baffle,1,
269754354557417088,3,baffle,1,
269761333880778368,3,baffle,1,
269826479944618752,3,baffle,1,
269855956304339456,3,baffle,1,
269999270773149184,3,baffle,1,
270145986856196608,3,baffle,1,
270964199604128640,3,ossuary,1,rejected
271268210270994816,3,ossuary,1,rejected
271275906854898560,3,ossuary,1,rejected
271329954721432320,3,ossuary,1,rejected
271330611854184960,3,ossuary,1,rejected
271330641916236928,3,ossuary,1,rejected
271429533542497280,3,ossuary,1,rejected
271429533542506624,3,ossuary,1,rejected
271457188833228800,3,ossuary,1,rejected
271473548367112192,3,ossuary,1,rejected
271699257491841536,3,ossuary,1,rejected
271700975478848512,3,ossuary,1,rejected
271702830904718720,3,ossuary,1,rejected
271703552459204224,3,ossuary,1,rejected
271889747879627776,3,ossuary,1,rejected
272057629559132032,3,ossuary,1,rejected
272061679711397504,3,ossuary,1,rejected
272061684008234752,3,ossuary,1,rejected
272080856742256512,3,ossuary,1,rejected
272081028540951552,3,ossuary,1,rejected
272081062900685184,3,ossuary,1,rejected
272081200339875328,3,ossuary,1,rejected
272081299121929856,3,ossuary,1,rejected
272081677076982016,3,ossuary,1,rejected
272084361435469312,3,ossuary,1,rejected
272084361435478528,3,ossuary,1,rejected
272087866128749440,3,ossuary,1,rejected
272146376465088128,3,ossuary,1,rejected
272176750474356608,3,ossuary,1,rejected
272278047280987520,3,ossuary,1,rejected
272560617471367552,3,ossuary,1,rejected
272560965365796608,3,ossuary,1,rejected
272561167226399488,3,ossuary,1,rejected
272752383468503424,3,ossuary,1,rejected
273777673763138176,3,ossuary,1,rejected
274751089452633984,3,ossuary,1,rejected
274762153291219968,3,ossuary,1,rejected
274905222936619264,3,ossuary,1,rejected
274922785064531712,3,ossuary,1,rejected
275287444965580544,3,ossuary,1,rejected
275288716275884160,3,ossuary,1,rejected
275296447217173120,3,ossuary,1,rejected
275296580356502656,3,ossuary,1,rejected
275302735049103616,3,ossuary,1,rejected
275359566055901056,3,ossuary,1,rejected
275369285565045248,3,ossuary,1,rejected
275369324221358464,3,ossuary,1,rejected
275393582196629504,3,ossuary,1,rejected
275406153564588544,3,ossuary,1,rejected
275412063439977472,3,ossuary,1,rejected
276249208404270080,3,ossuary,1,rejected
276249517641909248,3,ossuary,1,rejected
276339608875111808,3,ossuary,1,rejected
276709182223076480,3,ossuary,1,rejected
277926788265867904,3,ossuary,1,rejected
278521585402023552,3,ossuary,1,rejected
278598207617345536,3,ossuary,1,rejected
279713288503141376,3,baffle,1,
279766030698698752,3,baffle,1,
279767027133865088,3,baffle,1,
279828496706614016,3,baffle,1,
279877459333553408,3,baffle,1,
279932434915120128,3,baffle,1,
280154845501622912,3,baffle,1,
280157422481150848,3,baffle,1,
280164019550822528,3,baffle,1,
280319153770541312,3,baffle,1,
280321558952143360,3,baffle,1,
280362167864567808,3,ossuary,1,rejected
280385433705498240,3,ossuary,1,rejected
280401887722418816,3,ossuary,1,rejected
280460681532123648,3,ossuary,1,rejected
280472840583402880,3,ossuary,1,rejected
280734730509364096,3,ossuary,1,rejected
280810910345764096,3,baffle,1,
280839733867748480,3,baffle,1,
280850389682245760,3,baffle,1,
280875850250893184,3,baffle,1,
280893236278344064,3,baffle,1,
280893300702677632,3,baffle,1,
280903406761300224,3,baffle,1,
280958824721743104,3,baffle,1,
281028854165187456,3,baffle,1,
281092140506354944,3,baffle,1,
281151415352436864,3,baffle,1,
281221303060153728,3,baffle,1,
281233363328266880,3,baffle,1,
281318678558303360,3,baffle,1,
281326920598616064,3,ossuary,1,rejected
281402443303767680,3,baffle,1,
281433710670664192,3,baffle,1,
281468418297766656,3,baffle,1,
281508447394193408,3,baffle,1,
281568714375049216,3,baffle,1,
281581358758937984,3,baffle,1,
281818303514621952,3,baffle,1,
281870633396110080,3,baffle,1,
282057790890413312,3,baffle,1,
282087031027535232,3,baffle,1,
282154582273245952,3,baffle,1,
282281266628595840,3,baffle,1,
282317894109603072,3,baffle,1,
282437500359024128,3,baffle,1,
282502543344699776,3,baffle,1,
282516355959520384,3,baffle,1,
282585758332631680,3,baffle,1,
282876995772612864,3,baffle,1,
282884383116543744,3,baffle,1,
283027285268573056,3,baffle,1,
283032645387731840,3,baffle,1,
283057487478531072,3,baffle,1,
283123114578529536,3,baffle,1,
283128990093806720,3,baffle,1,
283224029130750848,3,baffle,1,
283227529526942592,3,baffle,1,
283269315265739648,3,baffle,1,
283277939560212352,3,baffle,1,
283314086004510848,3,baffle,1,
283372085242575872,3,baffle,1,
283549622011589888,3,baffle,1,
283569928616960768,3,baffle,1,
283960010428638976,3,baffle,1,
284155139383965056,3,baffle,1,
284334291058623872,3,baffle,1,
284337250292665600,3,baffle,1,
284376794061237760,3,baffle,1,
284458059133193088,3,baffle,1,
284471425071356672,3,baffle,1,
284488639300227200,3,baffle,1,
284549726623095040,3,baffle,1,
284572610205276160,3,baffle,1,
284591439341903616,3,baffle,1,
284613846187286272,3,baffle,1,
284702558736191360,3,baffle,1,
284702563030863360,3,baffle,1,
284739396670892544,3,baffle,1,
285049007979974144,3,baffle,1,
285088903929723392,3,baffle,1,
285192154943807360,3,baffle,1,
285271938255947264,3,baffle,1,
285272934688576128,3,baffle,1,
285332338381494272,3,baffle,1,
285332342677169280,3,baffle,1,
285390032677366656,3,baffle,1,
285499773383875840,3,baffle,1,
285500842832832256,3,baffle,1,
285566534356117376,3,baffle,1,
285566534358678656,3,baffle,1,
285809599442595584,3,baffle,1,
285810424076315136,3,baffle,1,
285888420682017280,3,baffle,1,
285922368103377536,3,baffle,1,
285927483407074560,3,baffle,1,
285927556423912320,3,baffle,1,
285928759014734592,3,baffle,1,
285972876918684672,3,baffle,1,
286014585343844096,3,baffle,1,
286026302019332352,3,baffle,1,
286087294846950272,3,baffle,1,
286096984293075328,3,baffle,1,
286118630928152576,3,baffle,1,
286259295401672320,3,ossuary,1,rejected
286328294052131584,3,baffle,1,
286486383209067136,3,baffle,1,
286591592728328064,3,baffle,1,
286591592729027968,3,baffle,1,
286700306940540928,3,baffle,1,
286775550471277952,3,baffle,1,
286876641118039424,3,baffle,1,
286929039719039360,3,baffle,1,
287016347813459456,3,baffle,1,
287031569178294144,3,baffle,1,
287109565783879808,3,baffle,1,
287151587743716736,3,ossuary,1,rejected
287172444104601728,3,baffle,1,
287191445040046336,3,baffle,1,
287191445040046592,3,baffle,1,
287217146124249984,3,baffle,1,
287256522384876416,3,baffle,1,
287339604231981568,3,baffle,1,
287422823518798592,3,baffle,1,
287465051637318400,3,baffle,1,
287543971658477952,3,baffle,1,
287544040377954944,3,baffle,1,
287621594605070720,3,ossuary,1,rejected
287805213046277632,3,baffle,1,
287893517574252032,3,baffle,1,
287893551933990272,3,baffle,1,
287900453944674944,3,baffle,1,
287958796779680000,3,baffle,1,
287979481343089152,3,baffle,1,
288015662147036928,3,baffle,1,
288059028433509504,3,baffle,1,
288065694222656640,3,ossuary,1,rejected
288083973603450112,3,baffle,1,
288127473033469312,3,baffle,1,
288128263305088768,3,baffle,1,
288165200026969984,3,baffle,1,
288183238888755200,3,baffle,1,
288184441480449024,3,baffle,1,
288311572508993408,3,baffle,1,
288350807035019264,3,baffle,1,
288424646115629952,3,baffle,1,
288682932561371008,3,baffle,1,
288771099649999232,3,baffle,1,
289121981298259840,3,baffle,1,
289122187456691584,3,baffle,1,
289224819995249920,3,baffle,1,
289342983135395456,3,baffle,1,
289969773482843904,3,baffle,1,
290161191584534528,3,baffle,1,
290274162109792000,3,ossuary,1,rejected
290420882487709184,3,baffle,1,
290838005415951104,3,baffle,1,
290890477031868160,3,baffle,1,
290943730331146496,3,baffle,1,
290945899289954816,3,baffle,1,
291101475890811520,3,baffle,1,
291133503461339392,3,baffle,1,
291235826762563968,3,baffle,1,
291247332979166208,3,baffle,1,
291249295780001664,3,baffle,1,
291327532904067712,3,ossuary,1,rejected
291650789322708864,3,baffle,1,
291781459407618432,3,ossuary,1,rejected
291938547835867776,3,baffle,1,
292126877857406592,3,baffle,1,
292347914054360320,3,baffle,1,
292364578527435904,3,baffle,1,
292377218615835136,3,baffle,1,
292437863554050304,3,baffle,1,
292448137115819904,3,baffle,1,
292448137116439424,3,baffle,1,
292514485770968320,3,baffle,1,
292521529517332224,3,baffle,1,
292521529517547776,3,baffle,1,
292534212555689728,3,baffle,1,
292588874604531456,3,baffle,1,
292596334962758144,3,baffle,1,
292708652651917824,3,baffle,1,
292716078650979072,3,baffle,1,
292719033588407040,3,baffle,1,
292789264893720448,3,baffle,1,
293203368460641024,3,baffle,1,
293208934738231680,3,ossuary,1,rejected
293319259562679296,3,baffle,1,
293403754454680576,3,baffle,1,
293490856391439744,3,baffle,1,
293818472201863552,3,ossuary,1,rejected
293822045614137344,3,baffle,1,
293905784592044928,3,baffle,1,
293948184509083392,3,baffle,1,
293979898547657984,3,baffle,1,
294044215682282112,3,baffle,1,
294420940149563008,3,baffle,1,
294656201277923968,3,baffle,1,
294719182678347520,3,ossuary,1,rejected
294744673308800896,3,baffle,1,
294789306608935552,3,baffle,1,
294935305432722944,3,baffle,1,
294947601924709504,3,baffle,1,
294947606219010688,3,baffle,1,
295010450180394368,3,baffle,1,
295016669293073024,3,ossuary,1,rejected
295112086286499072,3,baffle,1,
295257943375827456,3,baffle,1,
295266529015094528,3,baffle,1,
295480899423102080,3,baffle,1,
295655485548778624,3,baffle,1,
295681079259128960,3,ossuary,1,rejected
295789793470905600,3,baffle,1,
296015919204506240,3,baffle,1,
296063816679668608,3,baffle,1,
296109927448578944,3,baffle,1,
296196617068356096,3,baffle,1,
296365014146129280,3,baffle,1,
296376559018219264,3,baffle,1,
296527741866992640,3,baffle,1,
296535163570698880,3,baffle,1,
296542340460396288,3,baffle,1,
296542340461780864,3,baffle,1,
297179820981907840,3,baffle,1,
297247814608538368,3,ossuary,1,rejected
297423878203574272,3,baffle,1,
297783590304445696,3,baffle,1,
297858112281694720,3,baffle,1,
297968273898401792,3,baffle,1,
297996478948115968,3,baffle,1,
298010222845657728,3,baffle,1,
298205149934674432,3,baffle,1,
298243594186515840,3,ossuary,1,rejected
298583377638870912,3,baffle,1,
298840873813964416,3,baffle,1,
298900487960266752,3,baffle,1,
299019441374194176,3,baffle,1,
299137363996326912,3,baffle,1,
299170383704803200,3,ossuary,1,rejected
299197180005136640,3,baffle,1,
299204086312545536,3,baffle,1,
299284247582415232,3,baffle,1,
299639080601228928,3,baffle,1,
299720070799291008,3,baffle,1,
299897745006354304,3,ossuary,1,rejected
299950070592192896,3,baffle,1,
300219386517347712,3,baffle,1,
300345418037676800,3,baffle,1,
300514669813186304,3,baffle,1,
300669086773123584,3,baffle,1,
300761789347132672,3,baffle,1,
300773437298486784,3,baffle,1,
300855110396495872,3,baffle,1,
300887855227138688,3,ossuary,1,rejected
301027596283325568,3,baffle,1,
301077516687774080,3,ossuary,1,rejected
301167337339443584,3,baffle,1,
301338964232359040,3,baffle,1,
301498118540514432,3,ossuary,1,rejected
301549482053482624,3,baffle,1,
301631812282465408,3,baffle,1,
301688712009118720,3,ossuary,1,rejected
301723724582568320,3,baffle,1,
301757568925148288,3,baffle,1,
301785537751949824,3,baffle,1,
301883359927288832,3,baffle,1,
301889677823187712,3,baffle,1,
302120197307765376,3,baffle,1,
302241422760385280,3,baffle,1,
302252108639020672,3,ossuary,1,rejected
302349033165395840,3,baffle,1,
302373497299107200,3,baffle,1,
302480635259048832,3,ossuary,1,rejected
302534133371565568,3,baffle,1,
302756647037417088,3,ossuary,1,rejected
302812580395633792,3,baffle,1,
302839827668149248,3,baffle,1,
302869686280782080,3,ossuary,1,rejected
302893089558353664,3,baffle,1,
303283137018771584,3,baffle,1,
303580559203749760,3,baffle,1,
303593886487484928,3,baffle,1,
303661506451775616,3,baffle,1,
303707411062212864,3,baffle,1,
303722288828696192,3,ossuary,1,rejected
303756927740729600,3,baffle,1,
303849248061967104,3,baffle,1,
303907079797386240,3,baffle,1,
304123099472418688,3,ossuary,1,rejected
304249268431837184,3,baffle,1,
304455839178981504,3,baffle,1,
304495490316987904,3,baffle,1,
304586230091254016,3,baffle,1,
304600699835945344,3,baffle,1,
304780122093799424,3,baffle,1,
304811423815928832,3,baffle,1,
304991163902854784,3,baffle,1,
305179798866308992,3,baffle,1,
305320944375789056,3,baffle,1,
305372694437554560,3,baffle,1,
305466702682073728,3,baffle,1,
305466702682073856,3,baffle,1,
305563940741336576,3,baffle,1,
305665370688943872,3,baffle,1,
305730310594566784,3,baffle,1,
305744393791576576,3,baffle,1,
305808994395376768,3,baffle,1,
305995602134613120,3,baffle,1,
306093901050313088,3,baffle,1,
306194368925021568,3,baffle,1,
306254056086138240,3,baffle,1,
306422345789106688,3,baffle,1,
306534736493819264,3,baffle,1,
306655721427598720,3,baffle,1,
306760823572070016,3,baffle,1,
306761338968144768,3,baffle,1,
306845112305579264,3,baffle,1,
306886477134973696,3,baffle,1,
306894826551387264,3,baffle,1,
307103291379583872,3,baffle,1,
307127102678307584,3,baffle,1,
307243925788826112,3,baffle,1,
307402839579100800,3,ossuary,1,rejected
307602263500190336,3,baffle,1,
307674762548538752,3,baffle,1,
307838383622371072,3,baffle,1,
307883459304195840,3,baffle,1,
308031481058440192,3,baffle,1,
308031485351839360,3,baffle,1,
308187061952249600,3,baffle,1,
308461218304454144,3,baffle,1,
308933325404951424,3,baffle,1,
309021247680152192,3,baffle,1,
309080827466105472,3,baffle,1,
309092406697928832,3,baffle,1,
309734422704991232,3,baffle,1,
309808635444206080,3,ossuary,1,rejected
309830419519134720,3,baffle,1,
309847157006590592,3,baffle,1,
309933361295045504,3,baffle,1,
309937145161475328,3,baffle,1,
310045825013846656,3,baffle,1,
310157494163478016,3,baffle,1,
310244630459438976,3,baffle,1,
310431203839494784,3,baffle,1,
310488408508953472,3,baffle,1,
310542701190310016,3,baffle,1,
310551458627992704,3,baffle,1,
310562045722996992,3,baffle,1,
311133894848647296,3,baffle,1,
311173610410776832,3,baffle,1,
311280537917674240,3,baffle,1,
311860706394465280,3,baffle,1,
311884277174905472,3,baffle,1,
311897329580395008,3,ossuary,1,rejected
311982271148759168,3,baffle,1,
312001272084004096,3,baffle,1,
312032539446054400,3,baffle,1,
312059060868472448,3,baffle,1,
312085380428591744,3,baffle,1,
312220036242625280,3,baffle,1,
312246257017967872,3,baffle,1,
312317725273934080,3,baffle,1,
312322290824535296,3,baffle,1,
312332701824721280,3,baffle,1,
312343288919969920,3,baffle,1,
312357582571100544,3,baffle,1,
312620778167370880,3,baffle,1,
312782887412580864,3,baffle,1,
312955369003555200,3,baffle,1,
313312710282974848,3,baffle,1,
313493721680005888,3,baffle,1,
313512512162764800,3,baffle,1,
313512516456873856,3,baffle,1,
313520797153811968,3,baffle,1,
313599442299131264,3,baffle,1,
313737435304219008,3,baffle,1,
313749839169867264,3,baffle,1,
313856319999082880,3,ossuary,1,rejected
314063608004744960,3,baffle,1,
314101266278022272,3,baffle,1,
314106974290607104,3,ossuary,1,rejected
314124051080462464,3,baffle,1,
314155455881198592,3,baffle,1,
314231287823658752,3,baffle,1,
314344670664595584,3,baffle,1,
314424045956125440,3,baffle,1,
314443317474939648,3,baffle,1,
314443321769352576,3,baffle,1,
314612298667341952,3,baffle,1,
314683874297610624,3,ossuary,1,rejected
314923430393498752,3,baffle,1,
315099932075561600,3,baffle,1,
315177653802406016,3,baffle,1,
315416007307183744,3,baffle,1,
315635261093206656,3,baffle,1,
315658694434763264,3,ossuary,1,rejected
315789261440625536,3,baffle,1,
315811835788648960,3,baffle,1,
315841900560030080,3,baffle,1,
315996107065607168,3,baffle,1,
316314793639077632,3,baffle,1,
316385295526582656,3,baffle,1,
316459860454315648,3,ossuary,1,rejected
316604136995598592,3,baffle,1,
316689452226100352,3,baffle,1,
316738071255814016,3,baffle,1,
316887673557169024,3,baffle,1,
316954503247887104,3,baffle,1,
316971305159925760,3,baffle,1,
317087131838050048,3,baffle,1,
317156809091637888,3,baffle,1,
317350357498173312,3,baffle,1,
317354588041447552,3,baffle,1,
317384721532149376,3,baffle,1,
317438112270912128,3,baffle,1,
317470517798814464,3,ossuary,1,rejected
317522362348343424,3,baffle,1,
317599023219464704,3,baffle,1,
317642969325506560,3,baffle,1,
317699937771822464,3,baffle,1,
317706328683148544,3,baffle,1,
317754844633715712,3,baffle,1,
317980210156951168,3,baffle,1,
317999550395583104,3,baffle,1,
317999554690497152,3,baffle,1,
318306627672627200,3,baffle,1,
318404174969644800,3,baffle,1,
318865248298821120,3,ossuary,1,rejected
318927503849857152,3,baffle,1,
318954514899144320,3,baffle,1,
319018763314960640,3,baffle,1,
319129951427233920,3,baffle,1,
319209872179254912,3,baffle,1,
319471968262831360,3,baffle,1,
319486575447857152,3,baffle,1,
319590719814781056,3,baffle,1,
319830653867536768,3,ossuary,1,rejected
319881884237288832,3,baffle,1,
320135218588523008,3,baffle,1,
320141162823243392,3,baffle,1,
320195073252749184,3,baffle,1,
320201395444507648,3,baffle,1,
320451736202680576,3,baffle,1,
320534444388497280,3,baffle,1,
320565329497780864,3,baffle,1,
320567979493203712,3,baffle,1,
320570174221295360,3,ossuary,1,rejected
320673940630838016,3,baffle,1,
320750257905356928,3,baffle,1,
320784235395946368,3,baffle,1,
320927038759197184,3,baffle,1,
321027678432871552,3,baffle,1,
321031213190617088,3,baffle,1,
321141134288985856,3,baffle,1,
321299700186511872,3,baffle,1,
321517820100722944,3,baffle,1,
321668075236557696,3,baffle,1,
321684086873742336,3,baffle,1,
